AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,grand-century-enterprise-san-francisco,37.7942829,-122.4075196,,5.0,grand-century-enterprise-san-francisco,great-china-herb-san-francisco,penzeys-spices-menlo-park-2,1,Herbs&Spices,Grand Century Enterprise,https://www.yelp.com/biz/grand-century-enterprise-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,mayerson-food-company-san-francisco,37.797002,-122.407049,2.0,3.5,broadway-liquors-san-francisco,chung-hing-produce-company-san-francisco,oro-milano-jewelry-san-francisco,2,Grocery,Mayerson Food Company,https://www.yelp.com/biz/mayerson-food-company-san-francisco?osq=food
No,No,,No,,,No,,Casual,,No,,,No,,No,,,7:00 am - 7:00 pm,Brunch,,Yes,Yes,,,,No,7:00 am - 7:00 pm,,Average,,No,,7:00 am - 7:00 pm,,7:00 am - 7:00 pm,Yes,No,7:00 am - 7:00 pm,7:00 am - 7:00 pm,No,7:00 am - 7:00 pm,,No,CA San_Francisco Chinatown,Unclaimed,77outof100,dim-sum-bistro-san-francisco,37.7975033,-122.4081758,1.0,3.5,good-mong-kok-bakery-san-francisco,new-fortune-dim-sum-and-coffee-shop-san-francisco,delicious-dim-sum-san-francisco,13,DimSum,Dim Sum Bistro,https://www.yelp.com/biz/dim-sum-bistro-san-francisco?osq=food
,,,Yes,,,,,,,No,,,,,,,,9:00 am - 10:00 pm,,,,,,,,,9:00 am - 10:00 pm,,,,,Street,9:00 am - 10:00 pm,,9:00 am - 10:00 pm,,,9:00 am - 10:00 pm,9:00 am - 10:00 pm,,9:00 am - 10:00 pm,Yes,,CA San_Francisco Chinatown,Claimed,,j-and-w-market-san-francisco,37.7911451,-122.4077504,2.0,3.5,bush-market-san-francisco,nan-hai-corporation-san-francisco,mow-lee-shing-kee-and-company-san-francisco,15,Grocery,J & W Market,https://www.yelp.com/biz/j-and-w-market-san-francisco?osq=food
No,No,,Yes,,,No,Casual,Casual,,No,,,No,,No,,,7:00 am - 7:00 pm,"Brunch,Lunch",,No,Yes,,,,No,7:00 am - 7:00 pm,,Average,,No,Street,7:00 am - 7:00 pm,,7:00 am - 7:00 pm,Yes,No,7:00 am - 7:00 pm,7:00 am - 7:00 pm,No,7:00 am - 7:00 pm,,No,CA San_Francisco Chinatown,Unclaimed,88outof100,wong-lee-bakery-san-francisco,37.7959816,-122.4072844,1.0,3.5,eastern-bakery-san-francisco,good-mong-kok-bakery-san-francisco,delicious-dim-sum-san-francisco,70,"Bakeries,DimSum",Wong Lee Bakery,https://www.yelp.com/biz/wong-lee-bakery-san-francisco?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,golden-dragon-restaurant-san-francisco-2,37.795288,-122.406882,,3.5,capital-restaurant-san-francisco,hong-kong-clay-pot-restaurant-san-francisco,yans-kitchen-san-francisco,2,Chinese,Golden Dragon Restaurant,https://www.yelp.com/biz/golden-dragon-restaurant-san-francisco-2?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,trans-trading-san-francisco,37.7949413,-122.4073826,,5.0,hop-hing-ginseng-company-san-francisco,kee-cheung-company-san-francisco,sun-wing-wo-trading-company-san-francisco,2,Herbs&Spices,Trans Trading,https://www.yelp.com/biz/trans-trading-san-francisco?osq=food
,No,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,No,,CA San_Francisco Chinatown,Claimed,94outof100,wycen-foods-san-francisco-2,37.7937134,-122.4075918,2.0,4.5,golden-gate-meat-company-san-francisco,mow-lee-shing-kee-and-company-san-francisco,salama-halal-meat-san-francisco,21,MeatShops,Wycen Foods,https://www.yelp.com/biz/wycen-foods-san-francisco-2?osq=food
,No,,No,,,Beer&WineOnly,Casual,Casual,,No,,,No,,No,,,11:00 am - 10:00 pm,Lunch,,Yes,Yes,,,,No,11:00 am - 10:00 pm,,Average,,No,Street,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,Yes,No,11:00 am - 10:00 pm,Closed,Yes,11:00 am - 10:00 pm,No,No,CA San_Francisco Chinatown,Unclaimed,76outof100,a-1-restaurant-san-francisco,37.7942275,-122.4060117,1.0,3.0,good-mong-kok-bakery-san-francisco,snow-garden-san-francisco,hong-kong-clay-pot-restaurant-san-francisco,58,Chinese,A-1 Restaurant,https://www.yelp.com/biz/a-1-restaurant-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,meriwa-restaurant-san-francisco,37.796972,-122.407372,1.0,3.0,capital-restaurant-san-francisco,delicious-dim-sum-san-francisco,yees-restaurant-san-francisco,4,Chinese,Meriwa Restaurant,https://www.yelp.com/biz/meriwa-restaurant-san-francisco?osq=food
,No,,No,,,,,,,Yes,,,,,,,,11:00 am - 12:00 am,,,,,,,,,11:00 am - 11:00 pm,,,,,Street,11:00 am - 12:00 am,,11:00 am - 11:00 pm,Yes,,11:00 am - 11:00 pm,11:00 am - 11:00 pm,,11:00 am - 11:00 pm,Yes,,CA San_Francisco Chinatown,Claimed,,waynes-liquor-san-francisco,37.7963805,-122.4052169,2.0,3.5,liquor-and-deli-on-union-square-san-francisco,drumm-liquor-and-deli-san-francisco,broadway-cigars-and-liquors-san-francisco,9,"Beer,Wine&Spirits",Wayne’s Liquor,https://www.yelp.com/biz/waynes-liquor-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,ming-cheong-corporation-san-francisco,37.7951763,-122.407011,,,zuni-caf%C3%A9-san-francisco-3,,,,,Ming Cheong Corporation,https://www.yelp.com/biz/ming-cheong-corporation-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,chinatown-apple-land-san-francisco,37.7940857,-122.4077176,,2.5,mow-lee-shing-kee-and-company-san-francisco,guerra-quality-meats-san-francisco,rainbow-grocery-san-francisco-2,2,Grocery,Chinatown Apple Land,https://www.yelp.com/biz/chinatown-apple-land-san-francisco?osq=food
,No,No,No,,,Beer&WineOnly,Casual,Casual,,No,,,No,,No,No,,Closed,Lunch,,No,Yes,,,,No,9:00 am - 7:00 pm,,Average,,No,Street,9:00 am - 7:00 pm,,9:00 am - 7:00 pm,Yes,No,9:00 am - 7:00 pm,9:00 am - 7:00 pm,Yes,9:00 am - 7:00 pm,Yes,Free,CA San_Francisco Chinatown,Claimed,81outof100,new-moon-san-francisco,37.797309,-122.408814,1.0,3.5,good-mong-kok-bakery-san-francisco,yees-restaurant-san-francisco,delicious-dim-sum-san-francisco,35,"Cantonese,Delis,Barbeque",New Moon,https://www.yelp.com/biz/new-moon-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,,,chiang-sun-market-san-francisco,37.794982,-122.405924,1.0,3.0,icafe-san-francisco-san-francisco-2,curiosities-san-francisco,hong-market-san-francisco,1,Grocery,Chiang Sun Market,https://www.yelp.com/biz/chiang-sun-market-san-francisco?osq=food
,No,,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Street,,,,Yes,,,,,,Yes,No,CA San_Francisco Chinatown,Unclaimed,96outof100,vital-tea-leaf-san-francisco-2,37.7952941,-122.4066333,2.0,4.0,red-blossom-tea-company-san-francisco,hang-ah-tea-room-san-francisco,ten-ren-tea-san-francisco,66,TeaRooms,Vital Tea Leaf,https://www.yelp.com/biz/vital-tea-leaf-san-francisco-2?osq=food
,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,71outof100,wah-hing-market-san-francisco,37.796857,-122.408214,1.0,3.0,mow-lee-shing-kee-and-company-san-francisco,little-city-market-san-francisco,sun-sang-market-san-francisco,2,MeatShops,Wah Hing Market,https://www.yelp.com/biz/wah-hing-market-san-francisco?osq=food
,No,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,CA San_Francisco Chinatown,Unclaimed,77outof100,city-super-san-francisco,37.7960881,-122.40802,1.0,4.0,mow-lee-shing-kee-and-company-san-francisco,nan-hai-corporation-san-francisco,sun-kau-shing-company-san-francisco,6,Grocery,City Super,https://www.yelp.com/biz/city-super-san-francisco?osq=food
,,,No,,,,,,,No,,,,,,,,7:30 am - 6:30 pm,,,,,,,,,7:30 am - 6:30 pm,,,,,Street,7:30 am - 6:30 pm,,7:30 am - 6:30 pm,,,7:30 am - 6:30 pm,7:30 am - 6:30 pm,,7:30 am - 6:30 pm,No,,CA San_Francisco Chinatown,Unclaimed,,wing-scene-food-san-francisco,37.7939717,-122.407707,1.0,2.0,nan-hai-corporation-san-francisco,jing-chong-company-san-francisco,mow-lee-shing-kee-and-company-san-francisco,6,Grocery,Wing Scene Food,https://www.yelp.com/biz/wing-scene-food-san-francisco?osq=food
,No,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,76outof100,mei-sheng-market-san-francisco,37.797002,-122.407049,2.0,3.5,,,,6,InternationalGrocery,Mei Sheng Market,https://www.yelp.com/biz/mei-sheng-market-san-francisco?osq=food
,,,Yes,,,,,,,Yes,,,,,,,,11:00 am - 7:00 pm,,,,,No,,,,11:00 am - 7:00 pm,,,,No,Street,11:00 am - 7:00 pm,,11:00 am - 7:00 pm,No,,11:00 am - 7:00 pm,11:00 am - 7:00 pm,,11:00 am - 7:00 pm,Yes,No,CA San_Francisco Chinatown,Claimed,96outof100,vital-tea-leaf-san-francisco,37.7966298,-122.4066244,2.0,4.5,red-blossom-tea-company-san-francisco,aroma-tea-shop-san-francisco,vital-tea-leaf-san-francisco-5,270,"Coffee&Tea,TeaRooms",Vital Tea Leaf,https://www.yelp.com/biz/vital-tea-leaf-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,golden-mountain-market-san-francisco,37.7957459,-122.4090592,1.0,4.0,nan-hai-corporation-san-francisco,mow-lee-shing-kee-and-company-san-francisco,ming-lee-trading-san-francisco,1,Grocery,Golden Mountain Market,https://www.yelp.com/biz/golden-mountain-market-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,86outof100,gum-sun-market-san-francisco,37.7957459,-122.4090592,,4.0,mow-lee-shing-kee-and-company-san-francisco,sun-sang-market-san-francisco,ming-lee-trading-san-francisco,1,Grocery,Gum Sun Market,https://www.yelp.com/biz/gum-sun-market-san-francisco?osq=food
,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,82outof100,dong-hing-supermarket-san-francisco-2,37.7969740622,-122.408387884,1.0,4.0,,,,2,"Grocery,Fruits&Veggies",Dong Hing Supermarket,https://www.yelp.com/biz/dong-hing-supermarket-san-francisco-2?osq=food
,No,,Yes,,,,,,,Yes,No,,No,,,,,4:30 pm - 11:00 pm,,,,No,,,,,Closed,,,,,,2:00 pm - 11:00 pm,,2:00 pm - 8:30 pm,No,,4:30 pm - 11:00 pm,4:30 pm - 10:00 pm,,4:30 pm - 10:00 pm,Yes,,CA San_Francisco Chinatown,Claimed,,maritime-wine-tasting-studio-san-francisco,37.7974479,-122.4056597,2.0,4.5,mezes-kitchen-and-wine-bar-san-francisco,wattle-creek-winery-tasting-room-san-francisco,winery-collective-san-francisco,35,WineTastingRoom,Maritime Wine Tasting Studio,https://www.yelp.com/biz/maritime-wine-tasting-studio-san-francisco?osq=food
,,,Yes,,,Beer&WineOnly,Casual,Casual,,No,,,No,,No,,,10:30 am - 2:30 pm,Lunch,,Yes,Yes,,,,Yes,10:30 am - 2:30 pm,,Loud,,No,Street,9:30 am - 2:30 pm,,9:00 am - 2:30 pm5:30 pm - 9:30 pm,Yes,No,10:30 am - 2:30 pm,10:30 am - 2:30 pm,Yes,10:30 am - 2:30 pm,Yes,No,CA San_Francisco Chinatown,Unclaimed,62outof100,new-asia-chinese-restaurant-san-francisco,37.7970345,-122.4080532,2.0,3.0,good-mong-kok-bakery-san-francisco,delicious-dim-sum-san-francisco,oriental-pearl-restaurant-san-francisco,530,DimSum,New Asia Chinese Restaurant,https://www.yelp.com/biz/new-asia-chinese-restaurant-san-francisco?osq=food
,,,Yes,,,,,,,,,,,,,,,9:00 am - 6:00 pm,,,,,,,,,9:00 am - 6:00 pm,,,,,,9:00 am - 6:00 pm,,9:00 am - 6:00 pm,Yes,,9:00 am - 6:00 pm,9:00 am - 6:00 pm,,9:00 am - 6:00 pm,Yes,,CA San_Francisco Chinatown,Claimed,,the-rims-wisconsin-and-wild-ginseng-san-francisco,37.7953205,-122.4065209,1.0,3.0,trans-trading-san-francisco,hop-hing-ginseng-company-san-francisco,kee-cheung-company-san-francisco,9,Herbs&Spices,The Rims - Wisconsin and Wild Ginseng,https://www.yelp.com/biz/the-rims-wisconsin-and-wild-ginseng-san-francisco?osq=food
,No,,Yes,,,No,,Casual,,No,,,Yes,,No,No,,7:00 am - 3:00 pm,Lunch,,No,Yes,No,,,No,7:00 am - 3:00 pm,,Average,,Yes,Street,Closed,,Closed,Yes,No,7:00 am - 3:00 pm,7:00 am - 3:00 pm,No,7:00 am - 3:00 pm,Yes,Free,CA San_Francisco Chinatown,Claimed,88outof100,foundation-cafe-san-francisco,37.7912729,-122.4042721,2.0,4.0,fountain-cafe-san-francisco,cafe-venue-san-francisco-6,boxed-foods-company-san-francisco,128,"Salad,Coffee&Tea,Sandwiches",Foundation Cafe,https://www.yelp.com/biz/foundation-cafe-san-francisco?osq=food
Yes,No,,Yes,,,Beer&WineOnly,Casual,Casual,,No,,,Yes,,No,,,11:00 am - 9:00 pm,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:00 am - 9:00 pm,,Average,,No,Street,11:00 am - 9:00 pm,,11:00 am - 9:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,No,No,CA San_Francisco Chinatown,Unclaimed,83outof100,kam-lok-restaurant-san-francisco,37.795237,-122.407108,1.0,3.5,capital-restaurant-san-francisco,hong-kong-clay-pot-restaurant-san-francisco,delicious-dim-sum-san-francisco,100,Chinese,Kam Lok Restaurant,https://www.yelp.com/biz/kam-lok-restaurant-san-francisco?osq=food
,,,,,,,,,,,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,shanghai-winter-garden-san-francisco,37.7976606,-122.4075134,1.0,4.0,king-wah-restaurant-daly-city-3,tai-yuan-seafood-restaurant-daly-city-3,,1,Szechuan,Shanghai Winter Garden,https://www.yelp.com/biz/shanghai-winter-garden-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,yip-yee-san-francisco,37.7947271,-122.4068401,,4.0,capital-restaurant-san-francisco,utopia-cafe-san-francisco,dol-ho-san-francisco,2,Chinese,Yip Yee,https://www.yelp.com/biz/yip-yee-san-francisco?osq=food
,,,Yes,,,,,Casual,,No,,,,,Yes,,,,,,Yes,Yes,,,,No,,,,,No,,,,,Yes,No,,,,,,,CA San_Francisco Chinatown,Unclaimed,,chinatown-san-francisco-4,37.7961845398,-122.405883789,2.0,3.5,hong-kong-clay-pot-restaurant-san-francisco,yees-restaurant-san-francisco,new-lun-ting-cafe-san-francisco,3,Chinese,Chinatown,https://www.yelp.com/biz/chinatown-san-francisco-4?osq=food
,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,CA San_Francisco Chinatown,Unclaimed,,kwong-cheong-tai-san-francisco,37.7965939,-122.4086316,1.0,4.0,nan-hai-corporation-san-francisco,mow-lee-shing-kee-and-company-san-francisco,super-mira-market-san-francisco,5,Grocery,Kwong Cheong Tai,https://www.yelp.com/biz/kwong-cheong-tai-san-francisco?osq=food
,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Street,,,,No,,,,,,,,CA San_Francisco Chinatown,Unclaimed,72outof100,wo-chong-company-san-francisco-3,37.7948828,-122.4076037,1.0,4.5,nan-hai-corporation-san-francisco,mow-lee-shing-kee-and-company-san-francisco,super-mira-market-san-francisco,7,Grocery,Wo Chong Company,https://www.yelp.com/biz/wo-chong-company-san-francisco-3?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,jo-hing-noodle-house-san-francisco,37.7945741811,-122.40486985,,2.0,yans-kitchen-san-francisco,r-and-g-lounge-san-francisco,hons-wun-tun-house-san-francisco,1,"Chinese,Noodles",Jo Hing Noodle House,https://www.yelp.com/biz/jo-hing-noodle-house-san-francisco?osq=food
,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,china-dragon-trading-san-francisco-2,37.7961522,-122.4069416,1.0,5.0,z-cioccolato-san-francisco,sweet-mart-san-francisco,the-san-francisco-chocolate-store-san-francisco,4,CandyStores,China Dragon Trading,https://www.yelp.com/biz/china-dragon-trading-san-francisco-2?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,china-times-san-francisco,37.7970458,-122.4066246,,,,,,,,China Times,https://www.yelp.com/biz/china-times-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,steven-jun-li-san-francisco,37.7945862,-122.4097563,,,the-morning-fix-san-francisco,sunny-cafe-san-francisco,caffe-cento-san-francisco,,,Steven Jun Li,https://www.yelp.com/biz/steven-jun-li-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,chin-zon-zon-chinese-herbology-san-francisco,37.7933439,-122.4054027,,,sun-kwong-restaurant-san-francisco,yans-kitchen-san-francisco,best-taste-restaurant-oakland,,,Chin Zon Zon Chinese Herbology,https://www.yelp.com/biz/chin-zon-zon-chinese-herbology-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,balkan-buzzer-streaming-san-francisco,37.7929859,-122.4072863,,,roam-artisan-burgers-san-francisco-3,,,,,Balkan Buzzer Streaming,https://www.yelp.com/biz/balkan-buzzer-streaming-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,meeriwa-restaurant-san-francisco,37.796972,-122.407372,,,hais-restaurant-san-francisco,tads-steakhouse-san-francisco-2,xiao-loong-restaurant-san-francisco,,,Meeriwa Restaurant,https://www.yelp.com/biz/meeriwa-restaurant-san-francisco?osq=food
No,No,,Yes,,,,,,,Yes,,,No,,,No,,11:00 am - 11:00 pm,,,,,No,,,,11:00 am - 11:00 pm,,,,No,Street,12:00 pm - 11:00 pm,,12:00 pm - 11:00 pm,Yes,,11:00 am - 11:00 pm,11:00 am - 11:00 pm,,11:00 am - 11:00 pm,Yes,Free,CA San_Francisco Chinatown,Claimed,92outof100,plentea-san-francisco,37.7914264423,-122.404249033,1.0,3.5,good-earth-cafe-san-francisco-2,boba-guys-san-francisco-6,little-sweet-san-francisco-10,1524,"Coffee&Tea,Desserts,BubbleTea",Plentea,https://www.yelp.com/biz/plentea-san-francisco?osq=food
,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,fruit-garden-san-francisco-2,37.797032082,-122.408308089,,4.0,,,,1,Grocery,Fruit Garden,https://www.yelp.com/biz/fruit-garden-san-francisco-2?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,stockton-seafood-center-san-francisco-2,37.7940796,-122.4079272,,,m-and-p-seafood-market-san-francisco,hog-island-oyster-co-san-francisco,luen-fat-market-san-francisco,,,Stockton Seafood Center,https://www.yelp.com/biz/stockton-seafood-center-san-francisco-2?osq=food
,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,CA San_Francisco Chinatown,Unclaimed,,jing-chong-company-san-francisco,37.7937381,-122.4048378,2.0,3.0,mow-lee-shing-kee-and-company-san-francisco,nan-hai-corporation-san-francisco,davids-food-store-san-francisco,2,Grocery,Jing Chong Company,https://www.yelp.com/biz/jing-chong-company-san-francisco?osq=food
,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,kum-luen-san-francisco,37.7974667,-122.4086238,1.0,3.5,nan-hai-corporation-san-francisco,mow-lee-shing-kee-and-company-san-francisco,the-best-foods-produce-san-francisco,4,Grocery,Kum Luen,https://www.yelp.com/biz/kum-luen-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,hai-win-san-francisco-2,37.7958519,-122.409245,,,,,,,,Hai Win,https://www.yelp.com/biz/hai-win-san-francisco-2?osq=food
,No,,No,,,No,Divey,Casual,,No,,,Yes,,No,,,7:00 am - 6:30 pm,Lunch,,No,Yes,,,,No,7:00 am - 6:30 pm,,Average,,No,Street,7:00 am - 6:30 pm,,7:00 am - 6:30 pm,Yes,No,7:00 am - 6:30 pm,7:00 am - 6:30 pm,No,7:00 am - 6:30 pm,No,No,CA San_Francisco Chinatown,Unclaimed,81outof100,house-of-dim-sum-san-francisco,37.795762,-122.407237,1.0,2.5,good-mong-kok-bakery-san-francisco,delicious-dim-sum-san-francisco,hang-ah-tea-room-san-francisco,198,DimSum,House of Dim Sum,https://www.yelp.com/biz/house-of-dim-sum-san-francisco?osq=food
,No,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,d-and-t-market-san-francisco,37.7961455,-122.4083166,1.0,4.0,crunch-san-francisco-22,wing-li-trading-san-francisco,piece-of-heart-photography-san-francisco,2,Grocery,D & T Market,https://www.yelp.com/biz/d-and-t-market-san-francisco?osq=food
No,No,No,Yes,,,,,,,No,,,No,,,,,10:00 am - 6:00 pm,,,,,,,,,10:00 am - 6:00 pm,,,,,Street,10:00 am - 6:00 pm,,10:00 am - 6:00 pm,Yes,,10:00 am - 6:00 pm,10:00 am - 6:00 pm,,10:00 am - 6:00 pm,Yes,Free,CA San_Francisco Chinatown,Claimed,75outof100,juicy-fruit-san-francisco,37.796143,-122.407796,1.0,4.5,blue-hawaii-a%C3%A7a%C3%AD-caf%C3%A9-san-francisco-2,juice-shop-san-francisco-2,bowld-acai-san-francisco-2,37,JuiceBars&Smoothies,Juicy Fruit,https://www.yelp.com/biz/juicy-fruit-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,7:00 am - 10:00 pm,,,,,,,,,7:00 am - 10:00 pm,,,,,,7:00 am - 9:30 pm,,7:00 am - 9:00 pm,,,7:00 am - 10:00 pm,7:00 am - 10:00 pm,,7:00 am - 10:00 pm,,,CA San_Francisco Chinatown,Unclaimed,100outof100,noodle-city-san-francisco,37.7954902,-122.4099182,,,,,,,,Noodle City,https://www.yelp.com/biz/noodle-city-san-francisco?osq=food
,,,Yes,,,No,,Casual,,,,,No,,No,,,6:00 am - 10:00 am,Dinner,,Yes,No,,,,No,6:00 am - 10:00 am,,Quiet,,Yes,"Valet,Street",7:00 am - 11:00 am,,7:00 am - 11:00 am,Yes,Yes,6:00 am - 10:00 am,6:00 am - 10:00 am,Yes,6:00 am - 10:00 am,Yes,Free,CA San_Francisco Chinatown,Claimed,,roots-restaurant-san-francisco,37.7907233,-122.4052107,3.0,3.0,working-girls-cafe-san-francisco,dotties-true-blue-cafe-san-francisco,caf%C3%A9-de-la-presse-san-francisco-3,153,"American(New),Breakfast&Brunch",Roots Restaurant,https://www.yelp.com/biz/roots-restaurant-san-francisco?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,tan-tan-trading-san-francisco,37.7970811,-122.4083099,1.0,3.5,nan-hai-corporation-san-francisco,mow-lee-shing-kee-and-company-san-francisco,fruit-city-san-francisco,3,Grocery,Tan Tan Trading,https://www.yelp.com/biz/tan-tan-trading-san-francisco?osq=food
,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,CA San_Francisco Chinatown,Unclaimed,,charming-sun-market-san-francisco,37.7949601,-122.4059123,2.0,5.0,,,,1,"ConvenienceStores,Grocery,HealthMarkets",Charming Sun Market,https://www.yelp.com/biz/charming-sun-market-san-francisco?osq=food
,No,,No,,,No,Casual,Casual,,No,,,No,,No,,,7:00 am - 7:00 pm,Lunch,,Yes,Yes,,,,No,7:00 am - 7:00 pm,,Quiet,,No,Street,7:00 am - 7:00 pm,,7:00 am - 7:00 pm,Yes,No,7:00 am - 7:00 pm,7:00 am - 7:00 pm,No,7:00 am - 7:00 pm,Yes,No,CA San_Francisco Chinatown,Unclaimed,73outof100,louies-dim-sum-san-francisco-2,37.7972937,-122.4083815,1.0,3.5,good-mong-kok-bakery-san-francisco,new-fortune-dim-sum-and-coffee-shop-san-francisco,delicious-dim-sum-san-francisco,66,DimSum,Louie’s Dim Sum,https://www.yelp.com/biz/louies-dim-sum-san-francisco-2?osq=food
,,,,,,,,,,,,,,,,,,7:30 am - 7:00 pm,,,,,,,,,7:30 am - 7:00 pm,,,,,,7:30 am - 7:00 pm,,7:30 am - 7:00 pm,,,7:30 am - 7:00 pm,7:30 am - 7:00 pm,,7:30 am - 7:00 pm,,,CA San_Francisco Chinatown,Unclaimed,92outof100,new-united-supermarket-san-francisco,37.7960822,-122.4085978,,4.0,nan-hai-corporation-san-francisco,mow-lee-shing-kee-and-company-san-francisco,j-and-w-market-san-francisco,2,Grocery,New United Supermarket,https://www.yelp.com/biz/new-united-supermarket-san-francisco?osq=food
