,AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GenderNeutralRestrooms,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
54,,,,Yes,,FullBar,Casual,Casual,,Yes,,,No,,No,,,,,"Lunch,Dinner",,Yes,Yes,,,,Yes,,,Average,,No,Street,,,,Yes,Yes,,,Yes,,Yes,,MI Detroit Bricktown,Unclaimed,,loco-bar-and-grill-detroit,42.3337315506242,-83.0419786930542,Moderate,2.5,los-galanes-detroit,taqueria-el-rey-detroit,xochimilco-restaurant-detroit,85,Mexican,Loco Bar & Grill,https://www.yelp.com/biz/loco-bar-and-grill-detroit?osq=food
55,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Bricktown,Unclaimed,,speedway-detroit,42.332669,-83.0367009,Inexpensive,5.0,speedway-romulus-4,,,1,"Gas&ServiceStations,ConvenienceStores",Speedway,https://www.yelp.com/biz/speedway-detroit?osq=food
56,,,,Yes,,,,,,No,,,,,,,,11:30 am - 7:00 pm,,,,,,,,,,11:30 am - 5:30 pm,,,,,Street,Closed,,Closed,Yes,,11:30 am - 5:30 pm,11:30 am - 5:30 pm,,11:30 am - 5:30 pm,No,,MI Detroit Bricktown,Unclaimed,,good-people-popcorn-detroit,42.3327453,-83.0413455,Inexpensive,4.5,good-people-popcorn-detroit,big-top-popcorn-eastpointe,garrett-popcorn-shops-novi-2,21,PopcornShops,Good People Popcorn,https://www.yelp.com/biz/good-people-popcorn-detroit?osq=food
57,,No,,Yes,,FullBar,,Casual,,No,,,No,No,No,,,,,,No,Yes,No,,Yes,,No,,Background,Average,,No,,,No,,Yes,Yes,,,Yes,,,No,MI Detroit Bricktown,Unclaimed,,mo-better-blues-detroit-3,42.3319705,-83.0392901,Inexpensive,2.0,floods-bar-and-grille-detroit,berts-marketplace-detroit-2,raven-lounge-and-restaurant-detroit,5,"Jazz&Blues,SoulFood",Mo Better Blues,https://www.yelp.com/biz/mo-better-blues-detroit-3?osq=food
58,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,MI Detroit Bricktown,Unclaimed,,tunnel-liquor-shoppe-detroit,42.3305356,-83.0416841,Moderate,3.5,happy-four-party-store-detroit,broadway-stop-and-shop-detroit,cost-plus-wine-detroit,4,"Beer,Wine&Spirits",Tunnel Liquor Shoppe,https://www.yelp.com/biz/tunnel-liquor-shoppe-detroit?osq=food
59,,No,,Yes,,No,Casual,Casual,,Yes,,,,,Yes,,,11:00 am - 9:00 pm,,Lunch,,Yes,Yes,,,,No,11:00 am - 9:00 pm,,Average,,No,,Closed,,Closed,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,MI Detroit Bricktown,Unclaimed,,rice-bowl-fresh-asian-kitchen-detroit,42.330485,-83.041757,Moderate,3.0,china-one-buffet-detroit,orchid-thai-restaurant-detroit,china-house-detroit-3,21,"Chinese,AsianFusion,Thai",Rice Bowl Fresh Asian Kitchen,https://www.yelp.com/biz/rice-bowl-fresh-asian-kitchen-detroit?osq=food
60,,No,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,No,MI Detroit Bricktown,Unclaimed,,tim-hortons-detroit-2,42.3305356,-83.0416841,Inexpensive,2.0,starbucks-grosse-pointe,dunkin-donuts-detroit-2,coffee-beanery-detroit-3,12,Coffee&Tea,Tim Hortons,https://www.yelp.com/biz/tim-hortons-detroit-2?osq=food
61,No,No,,Yes,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,No,,,11:00 am - 11:00 pm,,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:00 am - 9:00 pm,,Average,,No,Street,11:00 am - 11:00 pm,,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,,No,MI Detroit Cass_Corridor,Claimed,,guss-world-famous-fried-chicken-detroit,42.347952,-83.067582,Moderate,4.0,,,,94,"ChickenShop,Southern",Gus’s World Famous Fried Chicken,https://www.yelp.com/biz/guss-world-famous-fried-chicken-detroit?osq=food
62,No,No,,Yes,,FullBar,"Hipster,Casual",Casual,,Yes,,,No,,No,,,11:30 am - 1:00 am,,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:30 am - 11:00 pm,,Loud,,Yes,Street,11:30 am - 1:00 am,,11:30 am - 10:00 pm,Yes,No,11:30 am - 11:00 pm,11:30 am - 11:00 pm,No,11:30 am - 11:00 pm,,Free,MI Detroit Cass_Corridor,Claimed,,jolly-pumpkin-pizzeria-and-brewery-detroit,42.3512597416829,-83.0652487171967,Moderate,4.0,motor-city-brewing-works-detroit,honest-johns-bar-and-grill-detroit,supino-pizzeria-detroit,275,"Pizza,Breweries",Jolly Pumpkin Pizzeria and Brewery,https://www.yelp.com/biz/jolly-pumpkin-pizzeria-and-brewery-detroit?osq=food
63,,No,,Yes,,No,Casual,Casual,,Yes,,,Yes,,No,,,6:00 am - 6:00 pm,,"Breakfast,Lunch",,No,Yes,Yes,,,No,6:00 am - 6:00 pm,,Average,,Yes,Street,6:00 am - 6:00 pm,,8:00 am - 4:00 pm,Yes,No,6:00 am - 6:00 pm,6:00 am - 6:00 pm,No,6:00 am - 6:00 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,,avalon-international-breads-detroit,42.3504092643867,-83.0640757083893,Inexpensive,4.5,astoria-pastry-shop-detroit,detroit-institute-of-bagels-detroit-2,fourteen-east-detroit,244,"Bakeries,Sandwiches,Coffee&Tea",Avalon International Breads,https://www.yelp.com/biz/avalon-international-breads-detroit?osq=food
64,,No,,Yes,,Beer&WineOnly,Hipster,Casual,,Yes,,,No,,No,,,11:00 am - 1:00 am,,"Lunch,Dinner,LateNight",,Yes,No,,,,Yes,11:00 am - 12:00 am,,Average,,Yes,PrivateLot,11:00 am - 1:00 am,,12:00 pm - 12:00 am,Yes,No,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,Yes,Free,MI Detroit Cass_Corridor,Unclaimed,,motor-city-brewing-works-detroit,42.3518690018433,-83.0660513028781,Moderate,4.0,pizzapapalis-detroit,atwater-brewery-detroit,detroit-beer-company-detroit,369,"Breweries,Pizza",Motor City Brewing Works,https://www.yelp.com/biz/motor-city-brewing-works-detroit?osq=food
65,,No,,Yes,,FullBar,Trendy,Casual,,Yes,,,Yes,,No,,,11:00 am - 11:30 pm,,"Lunch,Dinner",,Yes,No,,,,No,11:00 am - 11:00 pm,,Average,,No,Street,11:00 am - 11:30 pm,,Closed,No,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,Yes,11:00 am - 11:00 pm,Yes,No,MI Detroit Cass_Corridor,Claimed,,la-feria-detroit,42.350197,-83.062759,Moderate,4.0,motor-city-brewing-works-detroit,honest-johns-bar-and-grill-detroit,vicentes-cuban-cuisine-detroit,224,"TapasBars,Spanish",La Feria,https://www.yelp.com/biz/la-feria-detroit?osq=food
66,No,No,,Yes,,FullBar,Hipster,Casual,,Yes,,,Yes,,Yes,Yes,,11:00 am - 1:00 am,,Lunch,,No,Yes,,,,No,11:00 am - 11:00 pm,,Average,,No,PrivateLot,11:00 am - 1:00 am,,12:00 pm - 10:00 pm,Yes,No,11:00 am - 1:00 am,11:00 am - 11:00 pm,No,11:00 am - 11:00 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,,alley-taco-detroit,42.3525324,-83.0673167,Inexpensive,3.5,taqueria-lupitas-detroit,taqueria-el-rey-detroit,marcus-market-detroit,75,Mexican,Alley Taco,https://www.yelp.com/biz/alley-taco-detroit?osq=food
67,,No,,Yes,,FullBar,"Divey,Hipster",Casual,"Thu,Fri,Sat",Yes,,,No,No,No,,No,11:30 am - 2:00 am,,LateNight,No,Yes,No,,Yes,Yes,No,11:30 am - 2:00 am,JukeBox,Loud,,Yes,Street,12:00 pm - 2:00 am,Yes,12:00 pm - 2:00 am,Yes,No,11:30 am - 2:00 am,11:30 am - 2:00 am,No,11:30 am - 2:00 am,Yes,No,MI Detroit Cass_Corridor,Unclaimed,,the-bronx-bar-detroit,42.3522275,-83.0668787,Inexpensive,4.0,abicks-bar-detroit,temple-bar-detroit,honest-johns-bar-and-grill-detroit,209,"DiveBars,Burgers",The Bronx Bar,https://www.yelp.com/biz/the-bronx-bar-detroit?osq=food
68,,No,No,Yes,,FullBar,"Hipster,Trendy",Casual,Mon,Yes,,,Yes,No,No,No,,5:00 pm - 12:00 am,,Dinner,No,Yes,No,,Yes,No,No,Closed,,Average,,No,Street,4:00 pm - 12:00 am,No,4:00 pm - 11:00 pm,Yes,No,5:00 pm - 11:00 pm,5:00 pm - 11:00 pm,Yes,5:00 pm - 11:00 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,,the-peterboro-detroit-2,42.3442232,-83.0603564,Moderate,3.5,selden-standard-detroit,katoi-detroit-3,chartreuse-detroit,108,"Chinese,CocktailBars",The Peterboro,https://www.yelp.com/biz/the-peterboro-detroit-2?osq=food
69,,,,Yes,,No,Casual,Casual,,Yes,,,Yes,,No,,,10:00 am - 9:00 pm,,Lunch,,Yes,Yes,,,,No,10:00 am - 9:00 pm,,Quiet,,No,Street,10:00 am - 9:00 pm,,9:00 am - 5:00 pm,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,Yes,10:00 am - 9:00 pm,Yes,Free,MI Detroit Cass_Corridor,Unclaimed,,harmonie-garden-cafe-detroit,42.3525788,-83.0697241,Inexpensive,4.0,hamido-dearborn,shatila-bakery-dearborn,al-ameer-dearborn,61,MiddleEastern,Harmonie Garden Cafe,https://www.yelp.com/biz/harmonie-garden-cafe-detroit?osq=food
70,,No,,Yes,,FullBar,Casual,Casual,,Yes,,,Yes,,No,,,11:00 am - 12:00 am,,Dinner,,Yes,Yes,,,,Yes,11:00 am - 10:30 pm,,Average,,Yes,PrivateLot,11:00 am - 12:00 am,,11:00 am - 9:00 pm,Yes,Yes,11:00 am - 10:30 pm,11:00 am - 10:30 pm,Yes,11:00 am - 10:30 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,,traffic-jam-and-snug-detroit-3,42.350958,-83.066086,Moderate,3.0,union-street-detroit,avalon-international-breads-detroit,green-dot-stables-detroit-2,364,"American(Traditional),American(New),Bakeries",Traffic Jam & Snug,https://www.yelp.com/biz/traffic-jam-and-snug-detroit-3?osq=food
71,Yes,No,,Yes,,,,,,Yes,,,,,,,,11:00 am - 9:00 pm,,,No,Yes,,,No,,No,11:00 am - 8:00 pm,,,,No,,11:00 am - 9:00 pm,,9:00 am - 8:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 8:00 pm,,11:00 am - 8:00 pm,,,MI Detroit Cass_Corridor,Claimed,,8%C2%BA-plato-detroit-detroit-2,42.3444195,-83.0604993,Moderate,4.5,motor-city-brewing-works-detroit,mudgies-deli-detroit,marcus-market-detroit,15,"Beer,Wine&Spirits,BeerBar",8º Plato - Detroit,https://www.yelp.com/biz/8%C2%BA-plato-detroit-detroit-2?osq=food
72,,,,Yes,,FullBar,"Hipster,Casual",Casual,"Thu,Fri,Sat",Yes,,,No,No,No,,,11:00 am - 1:00 am,,"Lunch,Dinner",No,Yes,No,,No,No,No,11:00 am - 1:00 am,Live,Average,,No,Street,11:00 am - 1:00 am,Yes,5:00 pm - 12:00 am,Yes,No,11:00 am - 1:00 am,11:00 am - 1:00 am,Yes,11:00 am - 1:00 am,Yes,Free,MI Detroit Cass_Corridor,Unclaimed,,cass-cafe-detroit,42.3534986,-83.0648729,Moderate,3.5,honest-johns-bar-and-grill-detroit,pjs-lager-house-detroit,the-bronx-bar-detroit,209,"Vegetarian,Sandwiches,Bars",Cass Cafe,https://www.yelp.com/biz/cass-cafe-detroit?osq=food
73,No,No,,Yes,,FullBar,Casual,Casual,,Yes,,,No,,No,,,11:00 am - 12:00 am,,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:00 am - 10:00 pm,,Average,,Yes,Street,11:00 am - 12:00 am,,Closed,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,No,Free,MI Detroit Cass_Corridor,Claimed,,midtown-shangri-la-detroit,42.3541155,-83.0652591,Moderate,3.5,golden-harvest-warren,noble-fish-clawson,shangri-la-authentic-chinese-cuisine-west-bloomfield,185,"DimSum,SushiBars",Midtown Shangri-La,https://www.yelp.com/biz/midtown-shangri-la-detroit?osq=food
74,,Yes,,Yes,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,,,,Street,,,,Yes,,,,,,,Free,MI Detroit Cass_Corridor,Unclaimed,,treat-dreams-detroit,42.3504197,-83.0632317,Inexpensive,4.0,astoria-pastry-shop-detroit,the-potato-place-detroit,never%C3%ADa-la-michoacana-detroit-2,43,"Desserts,IceCream&FrozenYogurt",Treat Dreams,https://www.yelp.com/biz/treat-dreams-detroit?osq=food
75,,,No,Yes,,No,,Casual,,No,,,Yes,,Yes,No,,9:00 am - 6:00 pm,,,,Yes,Yes,,,,No,9:00 am - 6:00 pm,,,,No,Street,9:00 am - 6:00 pm,,9:00 am - 6:00 pm,No,No,9:00 am - 6:00 pm,9:00 am - 6:00 pm,No,9:00 am - 6:00 pm,No,No,MI Detroit Cass_Corridor,Claimed,,fresh-corner-caf%C3%A9-detroit,42.3449425882854,-83.0613297682617,Inexpensive,5.0,green-dot-stables-detroit-2,batch-brewing-company-detroit,alley-taco-detroit,2,Cafes,Fresh Corner Café,https://www.yelp.com/biz/fresh-corner-caf%C3%A9-detroit?osq=food
76,,,,Yes,,,,,,,,,,,,,,6:00 pm - 2:00 am,,,Yes,No,,,,,Yes,6:00 pm - 12:00 am,,,,,,Closed,,Closed,,,Closed,6:00 pm - 12:00 am,,6:00 pm - 12:00 am,No,,MI Detroit Cass_Corridor,Claimed,,jolly-old-timers-detroit,42.3527621,-83.068383,Moderate,5.0,zs-villa-detroit,majestic-theatre-detroit,the-ghost-bar-detroit,2,Nightlife,Jolly Old Timers,https://www.yelp.com/biz/jolly-old-timers-detroit?osq=food
77,,No,,Yes,,FullBar,,Casual,,No,,,Yes,,No,,,11:30 am - 12:00 am,,Dinner,,Yes,No,,,,Yes,11:30 am - 10:00 pm,,Average,Yes,No,Valet,12:00 pm - 12:00 am,,12:00 pm - 10:00 pm,Yes,Yes,11:30 am - 10:00 pm,11:30 am - 10:00 pm,Yes,11:30 am - 10:00 pm,Yes,Free,MI Detroit Cass_Corridor,Claimed,,marios-restaurant-detroit,42.35033,-83.065618,Pricey,2.5,moros-dining-allen-park,giovannis-ristorante-detroit,roma-cafe-detroit-3,178,Italian,Mario’s Restaurant,https://www.yelp.com/biz/marios-restaurant-detroit?osq=food
78,,,,No,,,,,,,,,,,,,,9:00 am - 5:00 pm,,,,,,,,,,9:00 am - 5:00 pm,,,,,,9:00 am - 5:00 pm,,Closed,No,,9:00 am - 5:00 pm,9:00 am - 5:00 pm,,9:00 am - 5:00 pm,,,MI Detroit Cass_Corridor,Claimed,,gharios-and-associates-detroit-2,42.348599,-83.0638929,,,shatila-bakery-dearborn,astoria-pastry-shop-detroit,rays-ice-cream-company-royal-oak,,,Gharios and Associates,https://www.yelp.com/biz/gharios-and-associates-detroit-2?osq=food
79,No,Yes,,Yes,,,,,,Yes,,,,,No,,,9:00 am - 9:00 pm,,,,,,Yes,,,,9:00 am - 11:30 pm,,,,Yes,Street,9:00 am - 9:00 pm,,9:00 am - 9:00 pm,Yes,,9:00 am - 11:30 pm,9:00 am - 11:30 pm,,9:00 am - 11:30 pm,No,Free,MI Detroit Cass_Corridor,Claimed,,the-bottom-line-coffee-house-detroit,42.3515407,-83.0689979,Inexpensive,4.0,avalon-international-breads-detroit,fourteen-east-detroit,astro-coffee-detroit,45,"Coffee&Tea,Bakeries",The Bottom Line Coffee House,https://www.yelp.com/biz/the-bottom-line-coffee-house-detroit?osq=food
80,,No,,Yes,,FullBar,,Casual,,Yes,,,No,No,No,,,11:00 am - 2:00 am,,Lunch,No,Yes,No,,Yes,Yes,Yes,11:00 am - 2:00 am,JukeBox,Average,,Yes,PrivateLot,11:00 am - 2:00 am,No,11:00 am - 2:00 am,Yes,No,11:00 am - 2:00 am,11:00 am - 2:00 am,Yes,11:00 am - 2:00 am,,Free,MI Detroit Cass_Corridor,Unclaimed,,harrys-detroit-detroit,42.339326,-83.056182,Moderate,3.5,nemos-bar-detroit,tommys-detroit-bar-and-grill-detroit,mcshanes-irish-pub-and-whiskey-bar-detroit,48,"SportsBars,American(Traditional)",Harry’s Detroit,https://www.yelp.com/biz/harrys-detroit-detroit?osq=food
82,,,,,,FullBar,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,MI Detroit Cass_Corridor,Unclaimed,,the-cooks-crossing-detroit,42.35217,-83.069359,,,iridescence-detroit,green-dot-stables-detroit-2,mac-shack-madison-heights,,,The Cook’s Crossing,https://www.yelp.com/biz/the-cooks-crossing-detroit?osq=food
83,,,,Yes,,,,Casual,,,,,Yes,,Yes,,,,,,,No,Yes,,,,,,,Average,,,,,,,Yes,No,,,No,,,,MI Detroit Cass_Corridor,Claimed,,passport-pizza-detroit,42.3519099,-83.0674493,Inexpensive,5.0,sicilys-pizzeria-and-subs-detroit,pizzapapalis-detroit,nikis-pizza-detroit,1,"Pizza,Italian",Passport Pizza,https://www.yelp.com/biz/passport-pizza-detroit?osq=food
84,,,,,,,,,,,,,,,,,,9:00 am - 7:00 pm,,,,,No,,,,,9:00 am - 7:00 pm,,,,,,9:00 am - 7:00 pm,,10:00 am - 5:00 pm,Yes,,9:00 am - 7:00 pm,9:00 am - 7:00 pm,,9:00 am - 7:00 pm,,,MI Detroit Cass_Corridor,Claimed,,shinola-cafe-detroit,42.351016,-83.0651572,,,,,,,,Shinola Cafe,https://www.yelp.com/biz/shinola-cafe-detroit?osq=food
85,No,No,,Yes,,FullBar,Divey,,"Tue,Fri,Sat",Yes,,,,No,,,,5:00 pm - 2:00 am,,,No,Yes,,,Yes,No,Yes,5:00 pm - 2:00 am,,Loud,,Yes,PrivateLot,5:00 pm - 2:00 am,OutdoorArea/PatioOnly,5:00 pm - 2:00 am,,No,5:00 pm - 2:00 am,5:00 pm - 2:00 am,,5:00 pm - 2:00 am,,,MI Detroit Cass_Corridor,Unclaimed,,third-street-bar-detroit,42.3521937,-83.0695075,Inexpensive,3.5,temple-bar-detroit,honest-johns-bar-and-grill-detroit,circa-1890-saloon-detroit-2,70,Bars,Third Street Bar,https://www.yelp.com/biz/third-street-bar-detroit?osq=food
86,,,,Yes,,,,,,Yes,,,No,,,,,9:00 am - 2:00 am,,,,,,,,,,9:00 am - 1:00 am,,,,,PrivateLot,9:00 am - 2:00 am,,10:30 am - 1:00 am,Yes,,9:00 am - 2:00 am,9:00 am - 1:00 am,,9:00 am - 1:00 am,Yes,,MI Detroit Cass_Corridor,Claimed,,marcus-market-detroit,42.3526702,-83.0668995,Inexpensive,4.0,forest-liquor-detroit,honey-bee-la-colmena-detroit,stadium-liquor-detroit,23,"Beer,Wine&Spirits,Grocery",Marcus Market,https://www.yelp.com/biz/marcus-market-detroit?osq=food
87,,,,Yes,,,,,,Yes,,,,,,,,6:00 am - 8:00 pm,,,,,,No,,,,6:00 am - 8:00 pm,,,,No,Street,6:00 am - 8:00 pm,,6:00 am - 6:00 pm,,,6:00 am - 8:00 pm,6:00 am - 8:00 pm,,6:00 am - 8:00 pm,,Free,MI Detroit Cass_Corridor,Unclaimed,,tim-hortons-detroit-4,42.3555936,-83.0660168,Inexpensive,2.5,avalon-international-breads-detroit,dutch-girl-donuts-detroit,starbucks-detroit-14,15,"Donuts,Coffee&Tea,Bagels",Tim Hortons,https://www.yelp.com/biz/tim-hortons-detroit-4?osq=food
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Cass_Corridor,Unclaimed,,little-asia-inc-detroit,42.3535407,-83.0707867,,,,,,,,Little Asia Inc,https://www.yelp.com/biz/little-asia-inc-detroit?osq=food
90,,,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,"Street,PrivateLot",,,,Yes,,,,,,Yes,Free,MI Detroit Cass_Corridor,Claimed,,juice-joint-detroit-detroit-2,42.3526702,-83.0668995,,,,,,,,Juice Joint Detroit,https://www.yelp.com/biz/juice-joint-detroit-detroit-2?osq=food
91,,,,Yes,,,,,,No,,,,,,,,12:00 pm - 2:00 am,,,,,,,,,,12:00 pm - 2:00 am,,,,,Street,12:00 pm - 2:00 am,,12:00 pm - 2:00 am,No,,12:00 pm - 2:00 am,12:00 pm - 2:00 am,,12:00 pm - 2:00 am,,,MI Detroit Cass_Corridor,Claimed,,stadium-liquor-detroit,42.3387931,-83.0565257,Inexpensive,3.0,forest-liquor-detroit,happy-four-party-store-detroit,cost-plus-wine-detroit,3,"Beer,Wine&Spirits",Stadium Liquor,https://www.yelp.com/biz/stadium-liquor-detroit?osq=food
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Cass_Corridor,Unclaimed,,grocer-farm-detroit,42.343867,-83.062676,,3.0,whole-foods-market-troy,,,2,"Beer,Wine&Spirits",Grocer Farm,https://www.yelp.com/biz/grocer-farm-detroit?osq=food
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Cass_Corridor,Unclaimed,,friar-tucks-restaurant-detroit,42.3551811,-83.0688473,,,grand-trunk-pub-detroit-2,,,,,Friar Tucks Restaurant,https://www.yelp.com/biz/friar-tucks-restaurant-detroit?osq=food
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Cass_Corridor,Claimed,,devonshire-cozy-corner-shoppe-detroit,42.341192,-83.061703,,,,,,,,Devonshire Cozy Corner Shoppe,https://www.yelp.com/biz/devonshire-cozy-corner-shoppe-detroit?osq=food
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Cass_Corridor,Unclaimed,,publix-market-detroit,42.342599,-83.064532,,,forest-liquor-detroit,vernor-express-liquor-store-detroit,happy-four-party-store-detroit,,,Publix Market,https://www.yelp.com/biz/publix-market-detroit?osq=food
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Cass_Corridor,Unclaimed,,pauls-place-detroit,42.3393183,-83.0569332,,,westborn-market-dearborn,honey-bee-la-colmena-detroit,alcamos-market-dearborn,,,Paul’s Place,https://www.yelp.com/biz/pauls-place-detroit?osq=food
98,,,,,,,,,,,,,,,,,,6:00 am - 5:30 am,,,,,,,,,,6:00 am - 5:30 am,,,,,,6:00 am - 5:30 am,,6:00 am - 5:30 am,,,6:00 am - 5:30 am,6:00 am - 5:30 am,,6:00 am - 5:30 am,,,MI Detroit Cass_Corridor,,,kinetic-java-organo-gold-independent-distributor-detroit,42.3504004062443,-83.0629911364964,,,starbucks-detroit-14,the-bottom-line-coffee-house-detroit,roasting-plant-detroit,,,Kinetic Java - Organo Gold Independent Distributor,https://www.yelp.com/biz/kinetic-java-organo-gold-independent-distributor-detroit?osq=food
99,,,,,,,,,,,,,,,No,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,MI Detroit Chandler_Park,Unclaimed,,olympia-coney-island-detroit-5,42.4042349,-82.9648632,,5.0,marges-bar-grosse-pointe,national-coney-island-grosse-pointe,china-chef-grosse-pointe,1,Restaurants,Olympia Coney Island,https://www.yelp.com/biz/olympia-coney-island-detroit-5?osq=food
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Chandler_Park,Unclaimed,,in-and-out-food-stores-inc-no-36-detroit,42.3955978,-82.9594228,,,,,,,,In & Out Food Stores Inc No 36,https://www.yelp.com/biz/in-and-out-food-stores-inc-no-36-detroit?osq=food
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Chandler_Park,Unclaimed,,warren-liquor-detroit,42.3940371,-82.9627732,,,,,,,,Warren Liquor,https://www.yelp.com/biz/warren-liquor-detroit?osq=food
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Chandler_Park,Unclaimed,,a-a-a-party-store-detroit,42.392952,-82.966556,,,,,,,,A A A Party Store,https://www.yelp.com/biz/a-a-a-party-store-detroit?osq=food
103,No,No,No,Yes,,Beer&WineOnly,Casual,Casual,"Thu,Fri,Sat",No,,,No,No,No,No,,11:00 am - 12:00 am,,Dinner,No,Yes,No,,No,No,Yes,11:00 am - 10:00 pm,,Average,,Yes,"Street,PrivateLot",11:00 am - 12:00 am,No,11:00 am - 10:00 pm,No,No,11:00 am - 10:00 pm,11:00 am - 10:00 pm,No,11:00 am - 10:00 pm,Yes,Free,MI Detroit Corktown,Claimed,,batch-brewing-company-detroit,42.3283429981483,-83.0632939479199,Moderate,4.5,motor-city-brewing-works-detroit,mudgies-deli-detroit,green-dot-stables-detroit-2,220,"Breweries,Bars,American(New)",Batch Brewing Company,https://www.yelp.com/biz/batch-brewing-company-detroit?osq=food
104,,No,,Yes,,FullBar,,Casual,,Yes,,,,No,No,,,11:00 am - 2:00 am,,Brunch,Yes,Yes,No,,Yes,No,Yes,11:00 am - 2:00 am,,Loud,,Yes,,11:00 am - 2:00 am,OutdoorArea/PatioOnly,11:00 am - 2:00 am,Yes,No,11:00 am - 2:00 am,11:00 am - 2:00 am,No,11:00 am - 2:00 am,,,MI Detroit Corktown,Unclaimed,,ufo-factory-detroit-2,42.3321795,-83.0670046,Inexpensive,4.0,al-ameer-dearborn,max-m-fisher-music-center-detroit,the-whitney-detroit,41,"MusicVenues,Bars,American(Traditional)",UFO Factory,https://www.yelp.com/biz/ufo-factory-detroit-2?osq=food
105,Yes,No,,Yes,,FullBar,"Hipster,Casual",Casual,,Yes,,,Yes,,No,,,11:00 am - 12:00 am,,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:00 am - 10:00 pm,,Average,,No,Street,10:00 am - 12:00 am,,10:00 am - 10:00 pm,Yes,No,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,Free,MI Detroit Corktown,Claimed,,bobcat-bonnies-detroit,42.3316741,-83.0708487,Moderate,4.0,mudgies-deli-detroit,batch-brewing-company-detroit,brooklyn-street-local-detroit,257,Gastropubs,Bobcat Bonnie’s,https://www.yelp.com/biz/bobcat-bonnies-detroit?osq=food
