AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GenderNeutralRestrooms,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
No,None,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 2:00 am,None,"Lunch,Dinner,LateNight",None,Yes,Yes,None,None,None,Yes,11:00 am - 2:00 am,None,Average,None,Yes,PrivateLot,11:00 am - 2:00 am,None,11:00 am - 2:00 am,Yes,Yes,11:00 am - 2:00 am,11:00 am - 2:00 am,Yes,11:00 am - 2:00 am,Yes,Free,MI Detroit Downriver,Claimed,None,old-chicago-southgate,42.1975919,-83.1926281,2.0,3.0,mickeys-pizza-lincoln-park,sportmans-pizzeria-wyandotte,sgt-pepperonis-detroit,59,"Pizza,American(Traditional),Salad",Old Chicago,https://www.yelp.com/biz/old-chicago-southgate?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,Yes,None,None,9:00 am - 5:00 pm,None,None,None,None,None,None,None,None,None,Closed,None,None,None,None,Street,9:00 am - 5:00 pm,None,Closed,None,None,9:00 am - 5:00 pm,9:00 am - 5:00 pm,None,9:00 am - 5:00 pm,None,None,MI Detroit Downriver,Unclaimed,None,sweet-tooth-cakes-and-pastries-allen-park,42.2579815,-83.2089304,2.0,4.5,dearborn-sweets-dearborn,shatila-bakery-dearborn,hungarian-strudel-shop-allen-park,12,Bakeries,Sweet Tooth Cakes & Pastries,https://www.yelp.com/biz/sweet-tooth-cakes-and-pastries-allen-park?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,No,None,Yes,None,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,Loud,None,No,None,None,None,None,Yes,No,None,None,No,None,None,No,MI Detroit Downriver,Unclaimed,None,jimmy-johns-taylor-2,42.232642,-83.268554,2.0,3.0,matis-deli-dearborn,la-pita-dearborn-2,gabriels-hoagies-westland,5,Sandwiches,Jimmy John’s,https://www.yelp.com/biz/jimmy-johns-taylor-2?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,6:00 am - 9:00 pm,None,None,None,None,None,None,None,None,None,6:00 am - 9:00 pm,None,None,None,None,None,6:00 am - 9:00 pm,None,7:00 am - 9:00 pm,None,None,6:00 am - 9:00 pm,6:00 am - 9:00 pm,None,6:00 am - 9:00 pm,None,None,MI Detroit Downriver,Unclaimed,None,biggby-coffee-taylor,42.2279193279,-83.2539634105,None,4.0,city-coffeehouse-allen-park,yum-yum-donuts-lincoln-park,biddle-blend-wyandotte,3,"Coffee&Tea,Caterers",Biggby Coffee,https://www.yelp.com/biz/biggby-coffee-taylor?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,different-twist-pretzel-taylor,42.2001115,-83.2542158,1.0,4.0,dearborn-sweets-dearborn,grosse-ile-bakery-grosse-ile,cakes-by-stephanie-monroe,4,Bakeries,Different Twist Pretzel,https://www.yelp.com/biz/different-twist-pretzel-taylor?osq=food
None,Yes,None,Yes,None,FullBar,None,Casual,None,No,None,None,No,No,No,None,None,None,None,Brunch,No,Yes,No,None,No,None,Yes,None,None,Average,None,No,None,None,None,None,Yes,No,None,None,Yes,None,None,Free,MI Detroit Downriver,Claimed,None,gordon-biersch-bar-detroit,42.2142315414,-83.3536183862,2.0,3.0,texas-roadhouse-taylor,detroit-metropolitan-airport-dtw-detroit,longhorn-steakhouse-detroit,52,"American(Traditional),WineBars",Gordon Biersch Bar,https://www.yelp.com/biz/gordon-biersch-bar-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,10:00 am - 10:00 pm,None,None,None,None,None,None,None,None,None,10:00 am - 10:00 pm,None,None,None,None,None,10:00 am - 10:00 pm,None,10:00 am - 7:00 pm,None,None,10:00 am - 10:00 pm,10:00 am - 10:00 pm,None,10:00 am - 10:00 pm,None,None,MI Detroit Downriver,Unclaimed,None,casa-del-vino-trenton,42.1554086,-83.191038,2.0,5.0,the-cordial-shoppe-taylor,discount-drinks-etc-wyandotte,casa-del-vino-trenton,2,"Beer,Wine&Spirits",Casa Del Vino,https://www.yelp.com/biz/casa-del-vino-trenton?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,Yes,None,None,None,None,No,Yes,None,None,None,None,None,None,None,None,Yes,None,None,None,None,Yes,No,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,checkers-hamburgers-taylor,42.1962047,-83.2990823,1.0,4.0,senate-coney-island-and-restaurant-dearborn,airport-wheat-and-rye-romulus,american-coney-island-detroit,3,"HotDogs,Burgers",Checkers Hamburgers,https://www.yelp.com/biz/checkers-hamburgers-taylor?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,None,None,No,None,None,None,None,None,None,No,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,No,None,None,None,MI Detroit Downriver,Unclaimed,None,burger-king-flat-rock,42.1351859,-83.2690103,1.0,2.0,michaels-on-the-river-flat-rock,perdinos-of-grosse-ile-grosse-ile,applebees-woodhaven,9,Restaurants,Burger King,https://www.yelp.com/biz/burger-king-flat-rock?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,No,None,None,No,None,No,No,None,11:00 am - 10:30 pm,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,Closed,None,Average,None,No,PrivateLot,11:00 am - 10:30 pm,None,12:00 pm - 10:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,None,No,MI Detroit Downriver,Claimed,None,pekin-tokyo-allen-park,42.2583260809,-83.20302587,2.0,4.0,o-sushi-japanese-restaurant-dearborn,bibim-to-go-windsor,xushi-ko-dearborn,79,"Japanese,Korean,Thai",Pekin Tokyo,https://www.yelp.com/biz/pekin-tokyo-allen-park?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,mcdonalds-trenton-12,42.140425,-83.210143,None,None,None,None,None,None,None,McDonald’s,https://www.yelp.com/biz/mcdonalds-trenton-12?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,Yes,None,None,None,None,Yes,Yes,None,None,None,Yes,None,None,None,None,None,None,None,None,None,Yes,No,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,mcdonalds-romulus-3,42.1664107,-83.266071,1.0,1.0,wendys-wyandotte,popeyes-detroit-4,white-castle-woodhaven,1,"Burgers,FastFood",McDonald’s,https://www.yelp.com/biz/mcdonalds-romulus-3?osq=food
None,None,None,Yes,None,FullBar,None,None,"Thu,Fri,Sat",Yes,None,None,None,No,None,None,None,None,None,None,No,Yes,None,None,Yes,No,Yes,None,None,Average,None,Yes,Street,None,No,None,None,No,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,gizzmos-wyandotte,42.2005519,-83.1500379,2.0,3.5,drinks-saloon-taylor,trolley-stop-lounge-taylor,bogarts-lounge-inkster,17,Lounges,Gizzmos,https://www.yelp.com/biz/gizzmos-wyandotte?osq=food
None,None,None,Yes,None,FullBar,Classy,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 10:00 pm,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,Closed,None,Quiet,None,No,"Street,PrivateLot",3:00 pm - 10:00 pm,None,10:30 am - 8:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,None,No,MI Detroit Downriver,Claimed,None,magdaleno-ristorante-wyandotte,42.203452,-83.151175,2.0,4.0,moros-dining-allen-park,portofino-wyandotte,vics-casual-dining-southgate,42,"Italian,Gluten-Free",Magdaleno Ristorante,https://www.yelp.com/biz/magdaleno-ristorante-wyandotte?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,in-and-out-food-stores-taylor,42.197212,-83.291057,None,1.0,None,None,None,1,Grocery,In and Out Food Stores,https://www.yelp.com/biz/in-and-out-food-stores-taylor?osq=food
None,None,None,Yes,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,macs-ii-taylor,42.211853,-83.253474,2.0,4.5,the-market-romulus,trader-joes-royal-oak,holiday-market-royal-oak,2,"Beer,Wine&Spirits",Mac’s II,https://www.yelp.com/biz/macs-ii-taylor?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10:00 am - 3:00 am,None,None,None,None,None,None,None,None,None,10:00 am - 2:00 am,None,None,None,No,None,10:00 am - 3:00 am,None,10:00 am - 1:00 am,Yes,None,10:00 am - 2:00 am,10:00 am - 2:00 am,None,10:00 am - 2:00 am,None,None,MI Detroit Downriver,Unclaimed,None,checkers-southgate,42.1851462,-83.1905876,None,2.0,None,None,None,1,"FastFood,Burgers",Checker’s,https://www.yelp.com/biz/checkers-southgate?osq=food
None,None,None,Yes,None,No,None,Casual,None,None,None,None,None,None,No,None,None,11:00 am - 11:00 pm,None,None,None,None,Yes,None,None,None,Yes,Closed,None,None,None,No,Validated,11:00 am - 11:00 pm,None,12:00 pm - 9:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,Free,MI Detroit Downriver,Claimed,None,e-and-j-kitchen-grosse-ile-township,42.1307024491,-83.159028925,3.0,2.5,bangkok-96-restaurant-dearborn,perdinos-of-grosse-ile-grosse-ile,china-star-wyandotte,3,"Thai,Japanese",E & J Kitchen,https://www.yelp.com/biz/e-and-j-kitchen-grosse-ile-township?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,No,None,None,Yes,None,No,None,None,10:00 am - 10:00 pm,None,Lunch,None,No,Yes,None,None,None,No,10:00 am - 9:00 pm,None,Average,None,No,PrivateLot,10:00 am - 10:00 pm,None,Closed,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,No,10:00 am - 9:00 pm,Yes,No,MI Detroit Downriver,Claimed,None,sylvias-super-sub-shop-allen-park,42.2687399,-83.1976016,1.0,3.5,the-cordial-shoppe-taylor,vinnies-italian-sub-shop-romulus,bella-pizza-allen-park,41,"Sandwiches,Pizza",Sylvia’s Super Sub Shop,https://www.yelp.com/biz/sylvias-super-sub-shop-allen-park?osq=food
None,No,None,Yes,None,FullBar,None,Casual,"Mon,Fri,Sun",Yes,None,None,No,No,No,Yes,None,11:00 am - 2:00 am,None,"Lunch,Dinner",No,Yes,Yes,None,Yes,No,Yes,11:00 pm - 12:00 am,JukeBox,Average,None,Yes,Street,11:00 am - 11:00 pm,OutdoorArea/PatioOnly,12:00 pm - 10:00 pm,Yes,Yes,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,Yes,Free,MI Detroit Downriver,Claimed,None,sports-brew-pub-wyandotte,42.2023036,-83.1513337,2.0,3.5,oak-caf%C3%A9-wyandotte-2,speed-boat-bar-and-grill-wyandotte,gizzmos-wyandotte,47,"Bars,American(New)",Sports Brew Pub,https://www.yelp.com/biz/sports-brew-pub-wyandotte?osq=food
None,None,None,Yes,None,FullBar,None,Casual,None,No,None,None,None,None,Yes,None,None,11:00 am - 11:00 pm,None,None,None,Yes,Yes,None,None,None,Yes,11:00 am - 11:00 pm,None,Average,None,No,None,11:00 am - 11:00 pm,None,11:00 am - 10:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,Yes,11:00 am - 11:00 pm,None,None,MI Detroit Downriver,Claimed,None,foggia-brothers-pizza-southgate,42.2020104,-83.2076772,2.0,4.5,mickeys-pizza-lincoln-park,primos-pizza-allen-park,old-chicago-southgate,13,Pizza,Foggia Brothers Pizza,https://www.yelp.com/biz/foggia-brothers-pizza-southgate?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,None,None,Yes,None,None,11:00 am - 12:00 am,None,Dinner,None,Yes,Yes,None,None,None,No,11:00 am - 11:00 pm,None,None,None,No,PrivateLot,11:00 am - 12:00 am,None,12:00 pm - 10:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,No,11:00 am - 11:00 pm,None,No,MI Detroit Downriver,Claimed,None,b-cs-pizza-lincoln-park-2,42.2576021,-83.1715256,1.0,4.0,pizza-king-lincoln-park,mickeys-pizza-lincoln-park,bella-pizza-allen-park,32,Pizza,B C’s Pizza,https://www.yelp.com/biz/b-cs-pizza-lincoln-park-2?osq=food
None,None,None,Yes,None,FullBar,None,Casual,None,No,None,None,None,None,No,None,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,Quiet,None,No,None,None,None,None,Yes,No,None,None,Yes,None,None,No,MI Detroit Downriver,Unclaimed,None,panchos-mexican-restaurant-taylor-2,42.238911,-83.268922,1.0,3.5,la-hacienda-taylor-2,mexican-gardens-southgate,angelinas-mexican-restaurant-allen-park,8,Mexican,Pancho’s Mexican Restaurant,https://www.yelp.com/biz/panchos-mexican-restaurant-taylor-2?osq=food
None,None,None,Yes,None,None,None,Casual,None,Yes,None,None,None,None,No,None,None,None,None,None,None,Yes,Yes,None,None,None,Yes,None,None,Average,None,No,None,None,None,None,Yes,No,None,None,Yes,None,Yes,None,MI Detroit Downriver,Unclaimed,None,parthenon-coney-island-riverview,42.1843401,-83.1904916,2.0,3.0,down-river-coney-island-southgate,l-georges-coney-island-ii-detroit,zorbas-coney-island-riverview,24,"Diners,American(New)",Parthenon Coney Island,https://www.yelp.com/biz/parthenon-coney-island-riverview?osq=food
None,Yes,None,Yes,None,No,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Yes,None,None,None,Yes,None,None,Quiet,None,No,None,None,None,None,No,No,None,None,No,None,Yes,None,MI Detroit Downriver,Unclaimed,None,super-china-buffet-taylor,42.2472535,-83.2700256,2.0,2.5,asian-buffet-and-sushi-plymouth,new-hong-kong-taylor,china-star-wyandotte,15,Chinese,Super China Buffet,https://www.yelp.com/biz/super-china-buffet-taylor?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,10:00 am - 9:30 pm,None,Brunch,None,Yes,Yes,None,None,None,Yes,10:00 am - 9:30 pm,None,Average,None,No,PrivateLot,10:00 am - 9:30 pm,None,10:00 am - 7:00 pm,Yes,No,10:00 am - 9:30 pm,10:00 am - 9:30 pm,Yes,10:00 am - 9:30 pm,None,None,MI Detroit Downriver,Claimed,None,bashars-flat-rock,42.1076828331,-83.2858106878,1.0,3.5,michaels-on-the-river-flat-rock,hooters-taylor,portofino-wyandotte,25,"MiddleEastern,American(Traditional)",Bashar’s,https://www.yelp.com/biz/bashars-flat-rock?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,cat-coras-taproom-detroit-2,42.2256847,-83.3480986,None,5.0,None,None,None,1,"WineBars,American(New)",cat coras taproom,https://www.yelp.com/biz/cat-coras-taproom-detroit-2?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,Yes,None,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,None,None,None,None,None,None,None,Yes,No,None,None,No,None,None,No,MI Detroit Downriver,Unclaimed,None,tiffanys-pizza-flat-rock,42.1231236444,-83.2767030839,2.0,4.5,jets-pizza-flat-rock,dominos-pizza-woodhaven-2,sportmans-pizzeria-wyandotte,5,Pizza,Tiffany’s Pizza,https://www.yelp.com/biz/tiffanys-pizza-flat-rock?osq=food
None,None,None,Yes,None,No,None,None,None,No,None,None,Yes,None,Yes,None,None,4:00 pm - 2:00 am,None,None,None,Yes,Yes,None,None,None,No,4:00 pm - 12:30 am,None,Average,None,No,None,12:00 pm - 1:00 am,None,2:00 pm - 11:00 pm,Yes,No,4:00 pm - 12:30 am,4:00 pm - 12:30 am,No,4:00 pm - 12:30 am,None,No,MI Detroit Downriver,Claimed,None,hungry-howies-pizza-melvindale-3,42.2809728,-83.1862916,2.0,3.0,roman-village-dearborn,fredis-pizza-pasta-melvindale,paisanos-pizza-dearborn,4,Pizza,Hungry Howie’s Pizza,https://www.yelp.com/biz/hungry-howies-pizza-melvindale-3?osq=food
None,None,None,Yes,None,No,None,None,None,None,None,None,None,None,Yes,No,None,10:30 am - 2:00 am,None,None,None,None,None,None,None,None,None,10:30 am - 1:00 am,None,None,None,No,"Street,PrivateLot",10:30 am - 2:00 am,None,10:30 am - 12:00 am,Yes,No,10:30 am - 1:00 am,10:30 am - 1:00 am,No,10:30 am - 1:00 am,Yes,No,MI Detroit Downriver,Claimed,None,dominos-pizza-lincoln-park,42.2632406434,-83.1867063046,None,3.0,hungry-howies-pizza-lincoln-park-3,bella-pizza-allen-park,pauls-pizzeria-detroit,5,"Pizza,ChickenWings,Sandwiches",Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-lincoln-park?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,Yes,None,None,None,None,None,None,No,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,No,None,None,No,None,None,None,MI Detroit Downriver,Unclaimed,None,dannys-pizza-and-subs-taylor,42.2547788,-83.2905169,1.0,3.5,upper-crust-pizza-taylor,pizza-king-taylor,hungry-howies-pizza-taylor-3,6,Pizza,Danny’s Pizza & Subs,https://www.yelp.com/biz/dannys-pizza-and-subs-taylor?osq=food
None,None,None,Yes,None,FullBar,Casual,Casual,None,No,None,None,No,None,No,None,None,None,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,None,None,Average,None,No,PrivateLot,None,None,None,Yes,No,None,None,Yes,None,Yes,No,MI Detroit Downriver,Unclaimed,None,grand-buffet-iii-woodhaven,42.14072,-83.2234024,2.0,2.5,mallies-sports-grill-and-bar-southgate,iridescence-detroit,sportsmens-den-riverview,16,Buffets,Grand Buffet III,https://www.yelp.com/biz/grand-buffet-iii-woodhaven?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,Yes,None,No,None,None,10:30 am - 10:00 pm,None,Lunch,None,Yes,Yes,None,None,None,No,10:30 am - 10:00 pm,None,Average,None,No,None,10:30 am - 10:00 pm,None,11:00 am - 9:00 pm,Yes,No,10:30 am - 10:00 pm,10:30 am - 10:00 pm,Yes,10:30 am - 10:00 pm,Yes,Free,MI Detroit Downriver,Claimed,None,olgas-kitchen-woodhaven,42.1382371,-83.2271804,1.0,3.0,la-pita-dearborn-2,m-and-m-cafe-dearborn,jersey-giant-submarine-woodhaven,26,"Sandwiches,Salad,Mediterranean",Olga’s Kitchen,https://www.yelp.com/biz/olgas-kitchen-woodhaven?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,"Thu,Fri,Sat",Yes,None,None,No,No,No,None,No,11:00 am - 1:00 am,None,"Lunch,Dinner,LateNight,Dessert",No,Yes,Yes,None,Yes,Yes,Yes,11:00 am - 12:00 am,None,Average,None,No,PrivateLot,11:00 am - 1:00 am,No,11:00 am - 12:00 am,Yes,No,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,None,Free,MI Detroit Downriver,Claimed,None,applebees-woodhaven,42.1396482,-83.226741,2.0,3.0,pipers-restaurant-flat-rock,moms-restaurant-trenton,p-t-christoffs-woodhaven,26,"SportsBars,Burgers,American(Traditional)",Applebee’s,https://www.yelp.com/biz/applebees-woodhaven?osq=food
None,No,None,No,None,FullBar,Casual,None,"Thu,Fri,Sat",Yes,None,None,None,No,None,None,None,None,None,None,No,Yes,None,None,Yes,Yes,Yes,None,JukeBox,Average,None,No,Street,None,No,None,None,No,None,None,None,None,Yes,None,MI Detroit Downriver,Unclaimed,None,oak-caf%C3%A9-wyandotte-2,42.203726,-83.1672625,1.0,4.0,the-biergarten-dearborn,michaels-on-the-river-flat-rock,prushs-bar-and-grill-wyandotte,64,Pubs,Oak Café,https://www.yelp.com/biz/oak-caf%C3%A9-wyandotte-2?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PrivateLot,None,None,None,No,None,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,kroger-foods-taylor,42.2577195,-83.2514796,2.0,3.5,rays-prime-foods-taylor,kroger-food-and-pharmacy-grosse-ile,trader-joes-royal-oak,4,Grocery,Kroger Foods,https://www.yelp.com/biz/kroger-foods-taylor?osq=food
None,No,None,No,None,None,None,None,None,Yes,None,None,None,None,None,None,None,11:00 am - 10:00 pm,None,None,None,None,None,None,None,None,None,11:00 am - 10:00 pm,None,None,None,None,PrivateLot,11:00 am - 10:00 pm,None,11:00 am - 10:00 pm,Yes,None,11:00 am - 10:00 pm,11:00 am - 10:00 pm,None,11:00 am - 10:00 pm,Yes,No,MI Detroit Downriver,Unclaimed,None,bob-jos-frozen-custard-wyandotte,42.1912812958,-83.1796323728,1.0,4.5,calder-bros-dairy-lincoln-park,heres-the-scoop-taylor,strohs-ice-cream-parlour-wyandotte,47,IceCream&FrozenYogurt,Bob Jo’s Frozen Custard,https://www.yelp.com/biz/bob-jos-frozen-custard-wyandotte?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,baskin-robbins-brownstown,42.170589,-83.246566,None,None,bob-jos-frozen-custard-wyandotte,baskin-robbins-lincoln-park,heres-the-scoop-taylor,None,None,Baskin-Robbins,https://www.yelp.com/biz/baskin-robbins-brownstown?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,10:00 am - 6:00 pm,None,None,None,No,Yes,None,None,None,None,10:00 am - 6:00 pm,None,None,None,None,None,10:00 am - 6:00 pm,None,Closed,Yes,No,10:00 am - 6:00 pm,10:00 am - 6:00 pm,None,10:00 am - 6:00 pm,None,None,MI Detroit Downriver,Claimed,None,honeybaked-ham-taylor,42.1971859,-83.2580618,None,4.0,dearborn-sausage-co-dearborn-2,v-gonellas-original-deli-dearborn,the-cordial-shoppe-taylor,1,"MeatShops,Sandwiches,Delis",HoneyBaked Ham,https://www.yelp.com/biz/honeybaked-ham-taylor?osq=food
None,None,None,Yes,None,No,None,Casual,None,None,None,None,No,None,No,None,None,None,None,None,None,No,No,None,None,None,No,None,None,Quiet,None,No,None,None,None,None,Yes,No,None,None,No,None,None,No,MI Detroit Downriver,Unclaimed,None,jennies-pierogies-southgate,42.198441,-83.2185669,1.0,2.5,jennies-pierogies-warren,jennies-pierogies-garden-city-2,lilas-pierogi-livonia,3,"Do-It-YourselfFood,Soup,ImportedFood",Jennie’s Pierogies,https://www.yelp.com/biz/jennies-pierogies-southgate?osq=food
None,None,None,Yes,None,No,None,Casual,None,None,None,None,None,None,No,None,None,None,None,"Lunch,Dinner",None,No,Yes,None,None,None,No,None,None,None,None,No,PrivateLot,None,None,None,Yes,No,None,None,Yes,None,Yes,None,MI Detroit Downriver,Unclaimed,None,china-star-wyandotte,42.2286001,-83.180428,1.0,4.0,new-canton-inn-melvindale,hong-kong-inn-lincoln-park,cathay-house-restaurant-lincoln-park,19,Chinese,China Star,https://www.yelp.com/biz/china-star-wyandotte?osq=food
None,None,None,Yes,None,None,None,Casual,None,No,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,No,None,None,Average,None,No,None,None,None,None,Yes,No,None,None,None,None,None,No,MI Detroit Downriver,Unclaimed,None,dominicks-market-taylor,42.211894,-83.288399,1.0,4.0,westborn-market-dearborn,the-cordial-shoppe-taylor,rays-prime-foods-taylor,10,"Grocery,Beer,Wine&Spirits,Pizza",Dominick’s Market,https://www.yelp.com/biz/dominicks-market-taylor?osq=food
None,None,None,Yes,None,FullBar,None,Casual,None,No,None,None,None,No,No,None,None,None,None,None,No,No,No,None,No,None,Yes,None,None,Loud,None,No,None,None,No,None,Yes,No,None,None,Yes,None,None,No,MI Detroit Downriver,Unclaimed,None,the-irish-pub-detroit-2,42.226229,-83.351054,2.0,2.0,mr-pauls-chop-house-roseville,airport-wheat-and-rye-romulus,wild-willys-bar-and-grill-romulus,13,"American(New),Pubs,Irish",The Irish Pub,https://www.yelp.com/biz/the-irish-pub-detroit-2?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,No,None,No,None,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,Average,None,No,None,None,None,None,Yes,No,None,None,No,None,None,No,MI Detroit Downriver,Unclaimed,None,charleys-philly-steaks-detroit,42.2111565,-83.3521994,1.0,2.5,pekin-pavilion-detroit,coach-insignia-detroit,roast-detroit,4,American(Traditional),Charleys Philly Steaks,https://www.yelp.com/biz/charleys-philly-steaks-detroit?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,No,None,None,None,None,None,None,MI Detroit Downriver,Unclaimed,None,captain-nemos-taylor-taylor,42.256576,-83.238506,1.0,2.5,captain-nemos-submarine-sandwiches-romulus,wolfgang-puck-steak-detroit,None,2,Italian,Captain Nemo’s Taylor,https://www.yelp.com/biz/captain-nemos-taylor-taylor?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:00 pm - 9:00 pm,None,None,None,None,None,None,None,None,None,12:00 pm - 9:00 pm,None,None,None,None,None,12:00 pm - 9:00 pm,None,12:00 pm - 9:00 pm,None,None,12:00 pm - 9:00 pm,12:00 pm - 9:00 pm,None,12:00 pm - 9:00 pm,None,None,MI Detroit Downriver,Unclaimed,None,dairy-queen-gibraltar,42.0901497102,-83.1945371718,None,3.0,None,None,None,2,"FastFood,IceCream&FrozenYogurt",Dairy Queen,https://www.yelp.com/biz/dairy-queen-gibraltar?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,No,None,No,None,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,Average,None,No,None,None,None,None,Yes,No,None,None,Yes,None,Yes,Free,MI Detroit Downriver,Unclaimed,None,bob-evans-trenton-2,42.139965,-83.2279827,2.0,2.5,petes-place-restaurant-brownstown,big-bear-lodge-flat-rock,savannahs-trenton,2,American(New),Bob Evans,https://www.yelp.com/biz/bob-evans-trenton-2?osq=food
