AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GenderNeutralRestrooms,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,embassy-foods-detroit,42.3464903,-83.0381697,3.0,4.0,detroit-sausage-detroit,gratiot-central-market-detroit,e-and-h-packing-detroit,2,MeatShops,Embassy Foods,https://www.yelp.com/biz/embassy-foods-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,maceri-tom-and-son-produce-detroit,42.347839,-83.042637,None,None,None,None,None,None,None,MacEri Tom & Son Produce,https://www.yelp.com/biz/maceri-tom-and-son-produce-detroit?osq=food
No,No,None,Yes,None,None,None,None,None,Yes,None,None,No,None,None,None,None,7:00 am - 4:00 pm,None,None,None,None,None,None,None,None,None,Closed,None,None,None,None,Street,7:00 am - 4:00 pm,None,Closed,Yes,None,7:00 am - 4:00 pm,7:00 am - 4:00 pm,None,7:00 am - 4:00 pm,None,None,MI Detroit Eastern_Market,Unclaimed,None,rockys-historic-eastern-market-detroit,42.345685,-83.040307,2.0,3.5,joe-randazzos-fruit-and-vegetables-roseville,bulk-food-warehouse-dearborn,joe-randazzos-fruit-and-vegetable-market-westland,26,SpecialtyFood,Rocky’s Historic Eastern Market,https://www.yelp.com/biz/rockys-historic-eastern-market-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,united-speciality-produce-detroit,42.3480513,-83.0393277,None,None,None,None,None,None,None,United Speciality Produce,https://www.yelp.com/biz/united-speciality-produce-detroit?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,No,None,No,None,None,6:00 am - 2:30 pm,None,None,None,No,Yes,None,None,None,Yes,6:00 am - 2:30 pm,None,None,None,No,Street,5:00 am - 2:30 pm,None,Closed,Yes,No,6:00 am - 2:30 pm,6:00 am - 2:30 pm,Yes,6:00 am - 2:30 pm,Yes,No,MI Detroit Eastern_Market,Claimed,None,mikes-coney-and-pita-detroit-4,42.347215,-83.041199,1.0,4.5,mikes-famous-ham-place-detroit,american-coney-island-detroit,woodward-coney-restaurant-detroit,3,"HotDogs,Sandwiches,Salad",Mike’s Coney & Pita,https://www.yelp.com/biz/mikes-coney-and-pita-detroit-4?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,michigan-packing-detroit,42.348327,-83.038724,None,None,ronnies-quality-meats-detroit,None,None,None,None,Michigan Packing,https://www.yelp.com/biz/michigan-packing-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,metro-produce-detroit,42.3507869,-83.044272,None,None,None,None,None,None,None,Metro Produce,https://www.yelp.com/biz/metro-produce-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,jimmys-quality-meats-detroit,42.3483919,-83.038538,None,None,saad-wholesale-meats-detroit-2,ronnies-quality-meats-detroit,fairway-packing-co-detroit,None,None,Jimmy’s Quality Meats,https://www.yelp.com/biz/jimmys-quality-meats-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,thomas-magees-detroit-5,42.3453854072,-83.039464569,None,2.5,thomas-magees-sporting-house-whiskey-bar-detroit,None,None,2,Bars,Thomas Magee’s,https://www.yelp.com/biz/thomas-magees-detroit-5?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,midwest-beef-detroit,42.348234,-83.037463,None,None,fairway-packing-co-detroit,saad-wholesale-meats-detroit-2,wigleys-meats-and-produce-detroit,None,None,Midwest Beef,https://www.yelp.com/biz/midwest-beef-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,No,None,None,None,None,None,None,None,9:30 am - 6:00 pm,None,None,None,None,None,None,None,None,None,Closed,None,None,None,None,Street,7:30 am - 4:30 pm,None,Closed,Yes,None,9:30 am - 6:00 pm,9:30 am - 6:00 pm,None,9:30 am - 6:00 pm,Yes,None,MI Detroit Eastern_Market,Claimed,None,cost-plus-wine-detroit,42.3457115,-83.0388026,2.0,4.0,merchants-fine-wine-dearborn,forest-liquor-detroit,marcus-market-detroit,17,"Beer,Wine&Spirits",Cost Plus Wine,https://www.yelp.com/biz/cost-plus-wine-detroit?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,None,2:00 pm - 2:00 am,None,None,None,No,Yes,None,No,None,None,Closed,None,None,None,None,None,7:30 am - 12:00 am,None,Closed,Yes,No,2:30 pm - 12:00 am,2:30 pm - 12:00 am,Yes,2:30 pm - 12:00 am,None,None,MI Detroit Eastern_Market,Unclaimed,None,butchers-inn-detroit,42.346567,-83.038664,1.0,3.0,vivios-food-and-spirits-detroit,farmers-restaurant-detroit,louies-ham-and-corned-beef-detroit,6,"American(Traditional),Bars,Breakfast&Brunch",Butchers Inn,https://www.yelp.com/biz/butchers-inn-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,srp-wholesale-food-service-detroit,42.348537,-83.038131,None,None,None,None,None,None,None,Srp Wholesale Food Service,https://www.yelp.com/biz/srp-wholesale-food-service-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,pellerito-foods-detroit,42.354303,-83.0392508,None,None,None,None,None,None,None,Pellerito Foods,https://www.yelp.com/biz/pellerito-foods-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Eastern_Market,Unclaimed,None,j-d-food-detroit,42.348121,-83.0355529,None,None,None,None,None,None,None,J D Food,https://www.yelp.com/biz/j-d-food-detroit?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,None,No,11:00 am - 12:30 am,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 11:00 pm,None,Average,None,Yes,"Garage,Street",11:00 am - 12:30 am,None,11:00 am - 11:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,Yes,11:00 am - 11:00 pm,None,Free,MI Detroit Greektown,Claimed,None,wahlburgers-detroit,42.3354424395,-83.0415159836,2.0,3.5,slows-bar-bq-detroit,mudgies-deli-detroit,green-dot-stables-detroit-2,145,"Burgers,American(Traditional)",Wahlburgers,https://www.yelp.com/biz/wahlburgers-detroit?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 3:00 am,None,Dinner,None,Yes,Yes,None,None,None,Yes,11:00 am - 1:00 am,None,Average,None,No,None,11:00 am - 3:00 am,None,11:00 am - 1:00 am,Yes,Yes,11:00 am - 1:00 am,11:00 am - 1:00 am,Yes,11:00 am - 1:00 am,Yes,No,MI Detroit Greektown,Claimed,None,pegasus-taverna-detroit,42.3351118673,-83.0418013897,2.0,3.5,nikis-pizza-detroit,plakas-detroit,golden-fleece-restaurant-detroit,333,"Greek,Mediterranean,Vegetarian",Pegasus Taverna,https://www.yelp.com/biz/pegasus-taverna-detroit?osq=food
None,No,No,Yes,None,FullBar,Casual,Casual,"Thu,Fri,Sat",Yes,None,None,Yes,No,No,No,None,11:00 am - 2:00 am,None,"Lunch,Dinner,LateNight",No,Yes,No,None,Yes,No,Yes,11:00 am - 12:00 am,None,Average,None,No,Street,2:00 pm - 2:00 am,OutdoorArea/PatioOnly,Closed,Yes,No,11:00 am - 2:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,Yes,Free,MI Detroit Greektown,Claimed,None,firebird-tavern-detroit,42.3347082245,-83.0432849552,2.0,4.0,pizzapapalis-detroit,golden-fleece-restaurant-detroit,the-well-detroit,114,"American(New),SportsBars,Venues&EventSpaces",Firebird Tavern,https://www.yelp.com/biz/firebird-tavern-detroit?osq=food
No,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,None,None,"Breakfast,Lunch,Dinner,LateNight",None,Yes,Yes,None,None,None,Yes,None,None,Average,None,No,None,None,None,None,Yes,No,None,None,Yes,None,No,No,MI Detroit Greektown,Unclaimed,None,plakas-detroit,42.335379,-83.0420504,1.0,3.5,nikis-pizza-detroit,american-coney-island-detroit,golden-fleece-restaurant-detroit,95,"Diners,Greek,Mediterranean",Plaka’s - Temp. CLOSED,https://www.yelp.com/biz/plakas-detroit?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,None,No,None,None,Yes,None,Yes,None,None,11:00 am - 12:00 am,Yes,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 11:00 pm,None,Average,None,No,"Garage,Street",11:00 am - 12:00 am,None,11:00 am - 11:00 pm,Yes,Yes,11:00 am - 11:00 pm,11:00 am - 11:00 pm,Yes,11:00 am - 11:00 pm,Yes,Free,MI Detroit Greektown,Claimed,None,red-smoke-barbecue-detroit,42.3355015,-83.0411951,2.0,3.5,vickis-barbecue-and-shrimp-detroit,berts-marketplace-detroit-2,slows-bar-bq-detroit,345,Barbeque,Red Smoke Barbecue,https://www.yelp.com/biz/red-smoke-barbecue-detroit?osq=food
None,None,None,Yes,None,FullBar,Casual,Casual,"Thu,Fri,Sat",No,None,None,None,No,No,None,None,None,None,None,No,Yes,Yes,None,Yes,No,Yes,None,None,Average,None,No,Street,None,No,None,Yes,No,None,None,None,None,Yes,None,MI Detroit Greektown,Claimed,None,pappys-bar-and-grill-detroit,42.3352215,-83.0423016,1.0,3.0,detroiter-bar-detroit,nemos-bar-detroit,harrys-detroit-detroit,45,"SportsBars,American(Traditional)",Pappy’s Bar & Grill,https://www.yelp.com/biz/pappys-bar-and-grill-detroit?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,Yes,None,None,6:00 am - 4:00 pm,None,"Breakfast,Brunch,Lunch",None,Yes,Yes,None,None,None,No,6:00 am - 4:00 pm,None,Average,None,No,Street,6:00 am - 3:00 pm,None,6:00 am - 2:00 pm,Yes,No,6:00 am - 4:00 pm,6:00 am - 4:00 pm,Yes,6:00 am - 4:00 pm,None,No,MI Detroit Greektown,Unclaimed,None,ham-shop-cafe-detroit,42.334007,-83.0442698,1.0,4.0,plakas-detroit,golden-fleece-restaurant-detroit,pegasus-taverna-detroit,62,"Diners,Mediterranean",Ham Shop Cafe,https://www.yelp.com/biz/ham-shop-cafe-detroit?osq=food
No,No,None,Yes,None,FullBar,None,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 2:00 am,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,Closed,None,Average,None,Yes,Street,11:00 am - 2:00 am,None,11:00 am - 12:00 am,Yes,Yes,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,None,No,MI Detroit Greektown,Claimed,None,santorini-estiatorio-detroit,42.3351391,-83.0423178,2.0,3.5,mykonos-taylor,nikis-pizza-detroit,plakas-detroit,199,Greek,Santorini Estiatorio,https://www.yelp.com/biz/santorini-estiatorio-detroit?osq=food
None,None,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 3:00 am,None,Dinner,None,Yes,Yes,None,None,None,Yes,11:00 am - 3:00 am,None,Average,None,No,Street,11:00 am - 3:00 am,None,11:00 am - 3:00 am,Yes,Yes,11:00 am - 3:00 am,11:00 am - 3:00 am,Yes,11:00 am - 3:00 am,Yes,No,MI Detroit Greektown,Claimed,None,new-parthenon-restaurant-detroit,42.3354536,-83.0418451,2.0,3.0,nikis-pizza-detroit,golden-fleece-restaurant-detroit,plakas-detroit,177,"Greek,Mediterranean,American(Traditional)",New Parthenon Restaurant,https://www.yelp.com/biz/new-parthenon-restaurant-detroit?osq=food
None,No,None,Yes,21+,FullBar,Trendy,Casual,"Thu,Fri,Sat",Yes,None,None,No,No,No,None,None,4:00 pm - 2:00 am,None,None,Yes,Yes,No,None,Yes,No,Yes,Closed,"DJ,Background",Average,None,Yes,None,4:00 pm - 2:00 am,OutdoorArea/PatioOnly,4:00 pm - 12:00 am,No,No,4:00 pm - 2:00 am,4:00 pm - 2:00 am,Yes,4:00 pm - 2:00 am,None,Free,MI Detroit Greektown,Claimed,None,level-two-bar-and-rooftop-detroit,42.3353623,-83.0419226,2.0,2.5,the-old-shillelagh-detroit,the-well-detroit,leland-city-club-detroit,49,"Bars,DanceClubs,American(Traditional)",Level Two Bar & Rooftop,https://www.yelp.com/biz/level-two-bar-and-rooftop-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,6:30 am - 11:00 pm,None,None,None,None,None,Yes,None,None,None,6:30 am - 9:00 pm,None,None,None,No,None,6:30 am - 11:00 pm,None,6:30 am - 9:00 pm,Yes,None,6:30 am - 9:00 pm,6:30 am - 9:00 pm,None,6:30 am - 9:00 pm,None,Free,MI Detroit Greektown,Unclaimed,None,starbucks-detroit-17,42.3360374,-83.0409086,2.0,3.5,None,None,None,8,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-detroit-17?osq=food
None,None,None,Yes,None,None,None,Casual,None,Yes,None,None,None,None,No,None,None,None,None,None,Yes,Yes,Yes,None,None,None,No,None,None,None,None,Yes,None,None,None,None,No,No,None,None,None,None,None,None,MI Detroit Greektown,Unclaimed,None,greektown-historic-district-detroit,42.3349345842,-83.0425122317,2.0,4.5,plakas-detroit,golden-fleece-restaurant-detroit,pegasus-taverna-detroit,4,"Nightlife,Restaurants,Casinos",Greektown Historic District,https://www.yelp.com/biz/greektown-historic-district-detroit?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,No,None,11:00 am - 2:00 am,None,Lunch,None,Yes,No,None,None,None,Yes,11:00 am - 11:00 pm,None,Quiet,None,No,"Valet,Garage,Street",11:00 am - 2:00 am,None,11:00 am - 11:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,No,11:00 am - 11:00 pm,Yes,Free,MI Detroit Greektown,Claimed,None,the-market-district-detroit,42.334645,-83.041228,2.0,1.5,american-pie-warren,palette-dining-studio-detroit,detroit-princess-riverboat-detroit,17,Buffets,The Market District,https://www.yelp.com/biz/the-market-district-detroit?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,No,None,None,None,None,No,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,No,None,None,None,MI Detroit Greektown,Unclaimed,None,krispy-krunch-chicken-detroit,42.3356204,-83.0414208,2.0,3.5,chicken-shack-lincoln-park,chicken-king-farmington,city-wings-detroit,2,"Cajun/Creole,FastFood,ChickenWings",Krispy Krunch Chicken,https://www.yelp.com/biz/krispy-krunch-chicken-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Greektown,Unclaimed,None,athens-grocery-and-bakery-detroit,42.335149,-83.0420078,None,None,alcamos-market-dearborn,la-luna-supermercado-detroit,honey-bee-la-colmena-detroit,None,None,Athens Grocery & Bakery,https://www.yelp.com/biz/athens-grocery-and-bakery-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:00 am - 12:00 am,None,None,None,None,None,None,None,None,None,11:00 am - 12:00 am,None,None,None,None,None,11:00 am - 12:00 am,None,11:00 am - 12:00 am,None,None,11:00 am - 12:00 am,11:00 am - 12:00 am,None,11:00 am - 12:00 am,None,None,MI Detroit Greektown,Unclaimed,None,cold-stone-creamery-detroit-2,42.3349939,-83.042283,None,None,None,None,None,None,None,Cold Stone Creamery,https://www.yelp.com/biz/cold-stone-creamery-detroit-2?osq=food
None,None,None,Yes,None,FullBar,Divey,Casual,"Thu,Fri,Sat",Yes,None,None,No,Yes,No,None,No,11:00 am - 2:00 am,None,None,Yes,Yes,No,None,Yes,No,Yes,3:00 pm - 2:00 am,Live,Loud,None,Yes,"Garage,Street,PrivateLot",2:00 pm - 2:00 am,OutdoorArea/PatioOnly,2:00 pm - 2:00 am,No,No,11:00 am - 2:00 am,3:00 pm - 2:00 am,Yes,11:00 am - 2:00 am,Yes,No,MI Detroit Greektown,Claimed,None,the-old-shillelagh-detroit,42.3345054,-83.0439329,1.0,3.0,nancy-whiskey-detroit,grand-trunk-pub-detroit-2,jacobys-german-biergarten-detroit,119,"Pubs,Burgers",The Old Shillelagh,https://www.yelp.com/biz/the-old-shillelagh-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Greektown,Unclaimed,None,epiros-coffee-house-detroit,42.3352124,-83.0424457,None,None,avalon-international-breads-detroit,espresso-jazzy-cafe-detroit,le-petit-zinc-detroit,None,None,Epiros Coffee House,https://www.yelp.com/biz/epiros-coffee-house-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Greektown,Unclaimed,None,starbucks-detroit-18,42.3348327477,-83.0425804853,None,None,None,None,None,None,None,Starbucks,https://www.yelp.com/biz/starbucks-detroit-18?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7:00 am - 2:00 am,None,None,None,None,None,None,None,None,None,7:00 am - 11:00 pm,None,None,None,None,None,7:00 am - 2:00 am,None,7:00 am - 11:00 pm,None,None,7:00 am - 11:00 pm,7:00 am - 11:00 pm,None,7:00 am - 11:00 pm,None,None,MI Detroit Greektown,Claimed,None,cafe-mix-detroit,42.334645,-83.041228,None,None,delux-lounge-detroit,northern-lights-lounge-detroit,firebird-tavern-detroit,None,None,Cafe Mix,https://www.yelp.com/biz/cafe-mix-detroit?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,"Fri,Sat",No,None,None,Yes,No,No,None,None,11:00 am - 2:00 am,None,"Lunch,Dinner,LateNight",No,Yes,Yes,None,Yes,No,Yes,11:00 am - 1:00 am,None,Loud,None,No,Street,11:00 am - 2:00 am,No,12:00 pm - 12:00 am,Yes,No,11:00 am - 1:00 am,11:00 am - 1:00 am,Yes,11:00 am - 1:00 am,None,Free,MI Detroit Greektown,Claimed,None,buffalo-wild-wings-detroit-2,42.3340158622,-83.044860525,2.0,2.5,sweetwater-tavern-detroit,harbor-house-detroit,tommys-detroit-bar-and-grill-detroit,88,"ChickenWings,American(Traditional),SportsBars",Buffalo Wild Wings,https://www.yelp.com/biz/buffalo-wild-wings-detroit-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8:00 am - 6:00 pm,None,None,None,None,None,None,None,None,None,8:00 am - 4:00 pm,None,None,None,None,None,9:00 am - 6:00 pm,None,9:00 am - 6:00 pm,None,None,8:00 am - 4:00 pm,8:00 am - 4:00 pm,None,8:00 am - 4:00 pm,None,None,MI Detroit Greektown,Unclaimed,None,heavenly-chicken-detroit,42.3348101,-83.0433584,None,None,new-center-eatery-detroit,honest-johns-bar-and-grill-detroit,the-hudson-cafe-detroit,None,None,Heavenly Chicken,https://www.yelp.com/biz/heavenly-chicken-detroit?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,MI Detroit Greektown,Unclaimed,None,acropolis-bakery-and-grocery-detroit,42.3340228,-83.0445608,None,None,la-gloria-bakery-detroit,astoria-pastry-shop-detroit,mexicantown-bakery-detroit,None,None,Acropolis Bakery and Grocery,https://www.yelp.com/biz/acropolis-bakery-and-grocery-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8:00 am - 10:00 pm,None,None,None,None,None,None,None,None,None,8:00 am - 10:00 pm,None,None,None,None,None,8:00 am - 10:00 pm,None,8:00 am - 10:00 pm,None,None,8:00 am - 10:00 pm,8:00 am - 10:00 pm,None,8:00 am - 10:00 pm,None,None,MI Detroit Greektown,Unclaimed,None,m-and-s-sundries-detroit,42.3343704,-83.0433697,None,None,food-plaza-detroit-2,rite-aid-detroit-5,ernies-market-oak-park,None,None,M & S Sundries,https://www.yelp.com/biz/m-and-s-sundries-detroit?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,Yes,None,No,None,None,11:00 am - 8:00 pm,None,Lunch,None,Yes,Yes,None,None,None,No,Closed,None,Quiet,None,Yes,None,11:00 am - 8:00 pm,None,1:30 pm - 6:30 pm,Yes,No,11:00 am - 6:30 pm,Closed,Yes,11:00 am - 6:30 pm,None,None,MI Detroit Indian_Village,Claimed,None,r-and-w-cafe-detroit,42.3535755,-82.9915103,2.0,4.5,vickis-barbecue-and-shrimp-detroit,taqueria-lupitas-detroit,andrews-on-the-corner-detroit,15,Barbeque,R & W Cafe,https://www.yelp.com/biz/r-and-w-cafe-detroit?osq=food
No,No,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PrivateLot,None,None,None,Yes,None,None,None,None,None,Yes,None,MI Detroit Indian_Village,Unclaimed,None,indian-village-market-detroit,42.3544835,-82.9912302,2.0,2.5,international-food-sterling-heights,anand-bazaar-canton,patel-brothers-garden-city,14,Grocery,Indian Village Market,https://www.yelp.com/biz/indian-village-market-detroit?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MI Detroit Indian_Village,Unclaimed,None,waggingtails-pet-boutique-and-bakery-detroit,42.3543056,-82.9903803,None,None,bow-wow-baketique-grosse-pointe-woods,None,None,None,None,Waggingtails Pet Boutique & Bakery,https://www.yelp.com/biz/waggingtails-pet-boutique-and-bakery-detroit?osq=food
None,No,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,8:00 am - 7:00 pm,None,None,None,None,None,None,None,None,None,8:00 am - 7:00 pm,None,None,None,None,"Street,PrivateLot",7:00 am - 6:00 pm,None,9:00 am - 6:00 pm,Yes,None,8:00 am - 7:00 pm,8:00 am - 7:00 pm,None,8:00 am - 7:00 pm,Yes,None,MI Detroit Kerrytown_Ann_Arbor,Claimed,None,sparrow-meat-market-ann-arbor,42.2843336,-83.7461086,2.0,4.5,knights-market-ann-arbor,arbor-farms-ann-arbor,jerusalem-international-market-ann-arbor,57,"MeatShops,Fruits&Veggies,Grocery",Sparrow Meat Market,https://www.yelp.com/biz/sparrow-meat-market-ann-arbor?osq=food
None,None,None,Yes,None,FullBar,"Casual,Trendy",Casual,None,Yes,None,None,None,None,No,None,None,5:00 pm - 10:00 pm,None,Dinner,None,Yes,No,None,None,None,No,Closed,None,Average,None,No,Street,5:00 pm - 10:00 pm,None,5:00 pm - 9:00 pm,Yes,Yes,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,Yes,5:00 pm - 10:00 pm,None,None,MI Detroit Kerrytown_Ann_Arbor,Claimed,None,miss-kim-ann-arbor,42.284669,-83.7463013,2.0,3.5,None,None,None,30,"Korean,Tapas/SmallPlates",Miss Kim,https://www.yelp.com/biz/miss-kim-ann-arbor?osq=food
None,Yes,No,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,No,None,11:00 am - 9:00 pm,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,11:00 am - 9:00 pm,None,Average,None,Yes,"Garage,Street,PrivateLot",8:00 am - 9:00 pm,None,10:00 am - 3:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,MI Detroit Kerrytown_Ann_Arbor,Claimed,None,the-lunch-room-ann-arbor-4,42.2845117547,-83.7464183807,2.0,4.5,monahans-seafood-market-ann-arbor,earthen-jar-ann-arbor,frita-batidos-ann-arbor,237,"Vegan,Vegetarian,Gluten-Free",The Lunch Room,https://www.yelp.com/biz/the-lunch-room-ann-arbor-4?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,10:00 am - 5:00 pm,None,None,None,None,None,None,None,None,None,Closed,None,None,None,None,Street,8:00 am - 3:00 pm,None,Closed,No,None,Closed,Closed,None,10:00 am - 3:00 pm,Yes,None,MI Detroit Kerrytown_Ann_Arbor,Unclaimed,None,tracklements-smokery-ann-arbor,42.2846241,-83.7463487,2.0,5.0,monahans-seafood-market-ann-arbor,the-fish-market-dearborn,express-poultry-and-fish-dearborn,20,SeafoodMarkets,Tracklements Smokery,https://www.yelp.com/biz/tracklements-smokery-ann-arbor?osq=food
None,None,None,Yes,None,Beer&WineOnly,None,Casual,None,Yes,None,None,None,None,No,None,None,8:00 am - 10:00 pm,None,None,None,Yes,Yes,None,None,None,No,8:00 am - 10:00 pm,None,Average,None,No,Street,8:00 am - 10:00 pm,None,9:00 am - 10:00 pm,Yes,No,8:00 am - 10:00 pm,8:00 am - 10:00 pm,None,8:00 am - 10:00 pm,Yes,None,MI Detroit Kerrytown_Ann_Arbor,Claimed,None,peoples-food-cooperative-ann-arbor,42.2828432,-83.7468724,2.0,3.5,cafe-verde-ann-arbor-2,by-the-pound-store-ann-arbor,sparrow-meat-market-ann-arbor,68,"Grocery,HealthMarkets,Cafes",People’s Food Cooperative,https://www.yelp.com/biz/peoples-food-cooperative-ann-arbor?osq=food
